Gene,Cluster
ENSG00000095015,7
ENSG00000095203,11
ENSG00000095370,8
ENSG00000095539,5
ENSG00000095637,5
ENSG00000095932,12
ENSG00000095951,3
ENSG00000096060,16
ENSG00000096063,16
ENSG00000096433,1
ENSG00000099194,12
ENSG00000099204,11
ENSG00000099250,14
ENSG00000099251,5
ENSG00000099338,12
ENSG00000099625,7
ENSG00000099810,20
ENSG00000099860,20
ENSG00000099875,12
ENSG00000099953,12
ENSG00000100027,5
ENSG00000100029,18
ENSG00000100031,12
ENSG00000100065,3
ENSG00000100075,8
ENSG00000100097,14
ENSG00000100100,5
ENSG00000100116,19
ENSG00000100139,11
ENSG00000100154,8
ENSG00000100162,19
ENSG00000100181,8
ENSG00000100239,5
ENSG00000100242,14
ENSG00000100246,6
ENSG00000100284,8
ENSG00000100297,16
ENSG00000100298,12
ENSG00000100304,18
ENSG00000100307,12
ENSG00000100311,9
ENSG00000100321,12
ENSG00000100342,12
ENSG00000100345,1
ENSG00000100354,4
ENSG00000100413,16
ENSG00000100417,12
ENSG00000100439,4
ENSG00000100479,16
ENSG00000100526,14
ENSG00000100596,12
ENSG00000100644,11
ENSG00000100664,20
ENSG00000100726,18
ENSG00000100767,6
ENSG00000100784,6
ENSG00000100802,4
ENSG00000100814,11
ENSG00000100867,8
ENSG00000100968,5
ENSG00000101000,18
ENSG00000101104,11
ENSG00000101166,20
ENSG00000101187,1
ENSG00000101197,18
ENSG00000101198,18
ENSG00000101204,8
ENSG00000101222,14
ENSG00000101224,14
ENSG00000101236,7
ENSG00000101255,11
ENSG00000101342,2
ENSG00000101361,18
ENSG00000101384,3
ENSG00000101412,16
ENSG00000101417,4
ENSG00000101441,6
ENSG00000101546,16
ENSG00000101577,12
ENSG00000101596,3
ENSG00000101605,12
ENSG00000101608,20
ENSG00000101665,1
ENSG00000101670,15
ENSG00000101680,8
ENSG00000101773,20
ENSG00000101849,12
ENSG00000101871,2
ENSG00000101951,6
ENSG00000102030,16
ENSG00000102034,1
ENSG00000102043,17
ENSG00000102181,6
ENSG00000102189,20
ENSG00000102195,1
ENSG00000102221,6
ENSG00000102243,12
ENSG00000102316,12
ENSG00000102349,13
ENSG00000102401,8
ENSG00000102543,10
ENSG00000102547,8
ENSG00000102678,13
ENSG00000102743,20
ENSG00000102780,1
ENSG00000102804,7
ENSG00000102886,5
ENSG00000102897,11
ENSG00000102934,7
ENSG00000102977,11
ENSG00000102996,20
ENSG00000103037,1
ENSG00000103044,15
ENSG00000103047,16
ENSG00000103056,5
ENSG00000103064,1
ENSG00000103089,2
ENSG00000103145,6
ENSG00000103184,5
ENSG00000103253,11
ENSG00000103257,11
ENSG00000103404,20
ENSG00000103460,11
ENSG00000103489,3
ENSG00000103534,11
ENSG00000103550,18
ENSG00000103811,6
ENSG00000103852,8
ENSG00000103888,20
ENSG00000104081,8
ENSG00000104131,16
ENSG00000104228,3
ENSG00000104325,12
ENSG00000104327,4
ENSG00000104331,1
ENSG00000104356,14
ENSG00000104413,11
ENSG00000104419,2
ENSG00000104450,1
ENSG00000104518,6
ENSG00000104524,18
ENSG00000104549,4
ENSG00000104611,16
ENSG00000104635,5
ENSG00000104689,1
ENSG00000104738,18
ENSG00000104765,12
ENSG00000104783,8
ENSG00000104856,20
ENSG00000104870,6
ENSG00000104880,3
ENSG00000104881,15
ENSG00000104888,5
ENSG00000104903,3
ENSG00000104946,8
ENSG00000105011,19
ENSG00000105088,11
ENSG00000105173,16
ENSG00000105204,20
ENSG00000105227,13
ENSG00000105270,5
ENSG00000105281,11
ENSG00000105289,12
ENSG00000105290,6
ENSG00000105327,12
ENSG00000105329,3
ENSG00000105339,8
ENSG00000105371,12
ENSG00000105376,13
ENSG00000105379,4
ENSG00000105388,18
ENSG00000105398,5
ENSG00000105429,5
ENSG00000105447,18
ENSG00000105483,8
ENSG00000105486,14
ENSG00000105492,11
ENSG00000105497,9
ENSG00000105514,8
ENSG00000105516,10
ENSG00000105523,6
ENSG00000105538,6
ENSG00000105576,18
ENSG00000105643,3
ENSG00000105649,4
ENSG00000105655,4
ENSG00000105662,5
ENSG00000105676,18
ENSG00000105707,6
ENSG00000105717,3
ENSG00000105722,3
ENSG00000105737,7
ENSG00000105738,20
ENSG00000105856,12
ENSG00000105866,20
ENSG00000105926,16
ENSG00000105974,8
ENSG00000105976,11
ENSG00000106003,18
ENSG00000106025,5
ENSG00000106069,3
ENSG00000106077,1
ENSG00000106080,8
ENSG00000106123,18
ENSG00000106125,1
ENSG00000106261,5
ENSG00000106263,18
ENSG00000106305,16
ENSG00000106348,18
ENSG00000106351,8
ENSG00000106366,1
ENSG00000106392,6
ENSG00000106415,19
ENSG00000106462,20
ENSG00000106479,12
ENSG00000106538,5
ENSG00000106665,5
ENSG00000106780,10
ENSG00000106785,3
ENSG00000106804,11
ENSG00000106948,6
ENSG00000107014,4
ENSG00000107099,5
ENSG00000107130,16
ENSG00000107201,7
ENSG00000107223,11
ENSG00000107249,1
ENSG00000107338,3
ENSG00000107438,20
ENSG00000107443,3
ENSG00000107537,6
ENSG00000107551,5
ENSG00000107719,20
ENSG00000107731,11
ENSG00000107796,12
ENSG00000107798,5
ENSG00000107815,1
ENSG00000107864,6
ENSG00000107882,8
ENSG00000107902,6
ENSG00000107937,16
ENSG00000107968,7
ENSG00000107984,2
ENSG00000108179,16
ENSG00000108219,1
ENSG00000108306,12
ENSG00000108375,3
ENSG00000108387,8
ENSG00000108511,4
ENSG00000108515,9
ENSG00000108551,11
ENSG00000108602,5
ENSG00000108669,7
ENSG00000108733,12
ENSG00000108788,9
ENSG00000108797,12
ENSG00000108821,14
ENSG00000108825,15
ENSG00000108840,12
ENSG00000108852,4
ENSG00000108932,13
ENSG00000108960,9
ENSG00000108984,8
ENSG00000109062,4
ENSG00000109079,3
ENSG00000109084,14
ENSG00000109101,10
ENSG00000109107,5
ENSG00000109205,5
ENSG00000109436,6
ENSG00000109452,1
ENSG00000109519,16
ENSG00000109534,1
ENSG00000109576,16
ENSG00000109618,13
ENSG00000109654,12
ENSG00000109674,19
ENSG00000109686,11
ENSG00000109787,6
ENSG00000109790,11
ENSG00000109814,4
ENSG00000109819,10
ENSG00000109846,5
ENSG00000109911,4
ENSG00000109917,18
ENSG00000110002,12
ENSG00000110011,12
ENSG00000110013,6
ENSG00000110046,4
ENSG00000110080,2
ENSG00000110092,3
ENSG00000110104,18
ENSG00000110108,18
ENSG00000110195,6
ENSG00000110218,1
ENSG00000110237,12
ENSG00000110274,13
ENSG00000110315,12
ENSG00000110318,5
ENSG00000110375,6
ENSG00000110427,19
ENSG00000110455,12
ENSG00000110492,6
ENSG00000110628,6
ENSG00000110660,18
ENSG00000110693,20
ENSG00000110697,11
ENSG00000110723,16
ENSG00000110841,11
ENSG00000110871,12
ENSG00000110881,6
ENSG00000110888,9
ENSG00000110921,4
ENSG00000110944,1
ENSG00000111012,16
ENSG00000111057,1
ENSG00000111110,6
ENSG00000111266,7
ENSG00000111319,12
ENSG00000111348,4
ENSG00000111364,16
ENSG00000111424,18
ENSG00000111450,1
ENSG00000111490,16
ENSG00000111540,8
ENSG00000111641,16
ENSG00000111653,5
ENSG00000111684,8
ENSG00000111696,1
ENSG00000111700,6
ENSG00000111788,16
ENSG00000111801,5
ENSG00000111817,13
ENSG00000111845,16
ENSG00000111859,9
ENSG00000111913,10
ENSG00000111962,6
ENSG00000112029,16
ENSG00000112039,20
ENSG00000112053,5
ENSG00000112118,16
ENSG00000112149,1
ENSG00000112212,12
ENSG00000112242,20
ENSG00000112297,10
ENSG00000112343,10
ENSG00000112494,11
ENSG00000112541,4
ENSG00000112559,1
ENSG00000112576,1
ENSG00000112578,1
ENSG00000112658,3
ENSG00000112759,18
ENSG00000112773,4
ENSG00000112782,6
ENSG00000112787,3
ENSG00000112812,12
ENSG00000112902,12
ENSG00000112972,4
ENSG00000112984,14
ENSG00000113070,11
ENSG00000113119,11
ENSG00000113161,4
ENSG00000113356,18
ENSG00000113369,10
ENSG00000113391,14
ENSG00000113460,18
ENSG00000113594,7
ENSG00000113638,5
ENSG00000113645,3
ENSG00000113657,14
ENSG00000113742,11
ENSG00000113790,8
ENSG00000113916,5
ENSG00000114107,4
ENSG00000114126,5
ENSG00000114166,12
ENSG00000114268,4
ENSG00000114315,7
ENSG00000114346,1
ENSG00000114378,12
ENSG00000114395,14
ENSG00000114423,5
ENSG00000114455,4
ENSG00000114541,12
ENSG00000114626,12
ENSG00000114656,9
ENSG00000114737,9
ENSG00000114767,18
ENSG00000114796,5
ENSG00000114812,6
ENSG00000114841,11
ENSG00000114854,12
ENSG00000114993,1
ENSG00000114999,1
ENSG00000115053,18
ENSG00000115107,4
ENSG00000115137,13
ENSG00000115163,14
ENSG00000115183,1
ENSG00000115221,18
ENSG00000115241,16
ENSG00000115257,6
ENSG00000115274,7
ENSG00000115295,6
ENSG00000115318,20
ENSG00000115355,9
ENSG00000115368,16
ENSG00000115386,6
ENSG00000115419,1
ENSG00000115423,5
ENSG00000115425,4
ENSG00000115461,1
ENSG00000115616,20
ENSG00000115641,3
ENSG00000115758,4
ENSG00000115840,19
ENSG00000115875,20
ENSG00000115902,11
ENSG00000115904,10
ENSG00000115946,16
ENSG00000115963,9
ENSG00000115977,2
ENSG00000116017,7
ENSG00000116062,16
ENSG00000116096,4
ENSG00000116106,15
ENSG00000116117,6
ENSG00000116133,4
ENSG00000116212,3
ENSG00000116273,3
ENSG00000116285,9
ENSG00000116299,4
ENSG00000116396,1
ENSG00000116406,7
ENSG00000116455,18
ENSG00000116574,5
ENSG00000116584,6
ENSG00000116649,18
ENSG00000116667,11
ENSG00000116668,5
ENSG00000116679,3
ENSG00000116701,18
ENSG00000116774,12
ENSG00000116833,5
ENSG00000116852,11
ENSG00000116885,10
ENSG00000116922,20
ENSG00000116962,11
ENSG00000116991,20
ENSG00000117010,19
ENSG00000117036,7
ENSG00000117143,20
ENSG00000117298,16
ENSG00000117305,6
ENSG00000117318,14
ENSG00000117394,3
ENSG00000117395,18
ENSG00000117399,14
ENSG00000117461,10
ENSG00000117525,9
ENSG00000117597,20
ENSG00000117616,10
ENSG00000117643,2
ENSG00000117650,14
ENSG00000117707,6
ENSG00000117724,14
ENSG00000117877,1
ENSG00000118193,14
ENSG00000118194,6
ENSG00000118257,13
ENSG00000118263,9
ENSG00000118322,6
ENSG00000118496,7
ENSG00000118513,19
ENSG00000118515,18
ENSG00000118523,9
ENSG00000118600,16
ENSG00000118655,1
ENSG00000118690,4
ENSG00000118894,16
ENSG00000118960,5
ENSG00000118965,20
ENSG00000118985,8
ENSG00000119125,15
ENSG00000119138,12
ENSG00000119139,3
ENSG00000119285,16
ENSG00000119397,8
ENSG00000119408,18
ENSG00000119514,19
ENSG00000119630,2
ENSG00000119673,6
ENSG00000119686,10
ENSG00000119699,12
ENSG00000119711,12
ENSG00000119787,1
ENSG00000119801,12
ENSG00000119943,5
ENSG00000119969,18
ENSG00000120068,3
ENSG00000120093,15
ENSG00000120129,6
ENSG00000120149,7
ENSG00000120158,1
ENSG00000120162,3
ENSG00000120217,9
ENSG00000120254,20
ENSG00000120262,12
ENSG00000120278,3
ENSG00000120324,12
ENSG00000120327,8
ENSG00000120437,4
ENSG00000120519,8
ENSG00000120526,20
ENSG00000120549,5
ENSG00000120647,10
ENSG00000120675,20
ENSG00000120708,18
ENSG00000120738,9
ENSG00000120800,18
ENSG00000120832,10
ENSG00000120833,15
ENSG00000120875,9
ENSG00000120899,1
ENSG00000120915,12
ENSG00000120937,1
ENSG00000120942,16
ENSG00000121057,18
ENSG00000121060,11
ENSG00000121104,10
ENSG00000121210,3
ENSG00000121350,1
ENSG00000121380,12
ENSG00000121390,18
ENSG00000121552,20
ENSG00000121691,5
ENSG00000121753,11
ENSG00000121775,20
ENSG00000121797,15
ENSG00000121851,8
ENSG00000121895,11
ENSG00000121989,12
ENSG00000122035,4
ENSG00000122176,6
ENSG00000122507,2
ENSG00000122547,18
ENSG00000122643,16
ENSG00000122644,19
ENSG00000122779,4
ENSG00000122783,20
ENSG00000122786,20
ENSG00000122863,8
ENSG00000122877,11
ENSG00000123080,4
ENSG00000123104,2
ENSG00000123124,3
ENSG00000123179,8
ENSG00000123201,13
ENSG00000123342,12
ENSG00000123358,9
ENSG00000123384,12
ENSG00000123405,5
ENSG00000123505,18
ENSG00000123545,16
ENSG00000123560,11
ENSG00000123700,7
ENSG00000123933,5
ENSG00000124102,11
ENSG00000124126,2
ENSG00000124216,18
ENSG00000124257,13
ENSG00000124275,20
ENSG00000124313,12
ENSG00000124406,6
ENSG00000124467,8
ENSG00000124496,2
ENSG00000124508,10
ENSG00000124549,10
ENSG00000124571,20
ENSG00000124596,8
ENSG00000124602,5
ENSG00000124615,5
ENSG00000124784,20
ENSG00000124787,16
ENSG00000124802,16
ENSG00000124813,18
ENSG00000124839,12
ENSG00000125089,12
ENSG00000125148,14
ENSG00000125207,16
ENSG00000125247,6
ENSG00000125266,1
ENSG00000125285,9
ENSG00000125378,11
ENSG00000125398,7
ENSG00000125454,16
ENSG00000125485,20
ENSG00000125510,6
ENSG00000125520,13
ENSG00000125618,10
ENSG00000125630,20
ENSG00000125637,5
ENSG00000125731,3
ENSG00000125740,9
ENSG00000125772,6
ENSG00000125798,7
ENSG00000125844,5
ENSG00000125845,9
ENSG00000125848,9
ENSG00000125864,14
ENSG00000125898,7
ENSG00000125968,9
ENSG00000125999,6
ENSG00000126016,5
ENSG00000126215,16
ENSG00000126218,6
ENSG00000126249,16
ENSG00000126368,3
ENSG00000126583,6
ENSG00000126822,3
ENSG00000126953,16
ENSG00000127080,15
ENSG00000127084,5
ENSG00000127129,5
ENSG00000127152,10
ENSG00000127329,3
ENSG00000127334,7
ENSG00000127419,12
ENSG00000127423,20
ENSG00000127507,18
ENSG00000127528,9
ENSG00000127564,16
ENSG00000127603,3
ENSG00000127666,7
ENSG00000127824,14
ENSG00000127838,12
ENSG00000127863,10
ENSG00000127947,3
ENSG00000128011,4
ENSG00000128016,7
ENSG00000128045,16
ENSG00000128059,20
ENSG00000128228,4
ENSG00000128245,1
ENSG00000128266,11
ENSG00000128268,12
ENSG00000128283,3
ENSG00000128284,5
ENSG00000128342,9
ENSG00000128394,12
ENSG00000128422,16
ENSG00000128512,18
ENSG00000128590,13
ENSG00000128591,11
ENSG00000128596,2
ENSG00000128641,20
ENSG00000128694,8
ENSG00000128739,8
ENSG00000128881,6
ENSG00000128951,18
ENSG00000128973,18
ENSG00000129038,6
ENSG00000129173,19
ENSG00000129195,14
ENSG00000129353,4
ENSG00000129355,14
ENSG00000129422,10
ENSG00000129455,6
ENSG00000129521,15
ENSG00000129595,5
ENSG00000129646,4
ENSG00000129696,10
ENSG00000129757,8
ENSG00000129910,2
ENSG00000129911,3
ENSG00000129946,6
ENSG00000130005,12
ENSG00000130147,9
ENSG00000130164,9
ENSG00000130193,18
ENSG00000130203,11
ENSG00000130204,18
ENSG00000130208,6
ENSG00000130270,5
ENSG00000130304,12
ENSG00000130305,1
ENSG00000130349,8
ENSG00000130433,20
ENSG00000130487,11
ENSG00000130513,6
ENSG00000130517,4
ENSG00000130600,6
ENSG00000130700,5
ENSG00000130701,4
ENSG00000130702,12
ENSG00000130713,18
ENSG00000130810,1
ENSG00000130826,16
ENSG00000130830,8
ENSG00000130844,12
ENSG00000130881,16
ENSG00000130956,5
ENSG00000130962,7
ENSG00000130988,12
ENSG00000130997,4
ENSG00000131018,5
ENSG00000131069,8
ENSG00000131094,16
ENSG00000131153,16
ENSG00000131171,12
ENSG00000131188,20
ENSG00000131203,9
ENSG00000131242,4
ENSG00000131323,20
ENSG00000131370,12
ENSG00000131389,8
ENSG00000131398,12
ENSG00000131400,13
ENSG00000131409,8
ENSG00000131435,14
ENSG00000131459,14
ENSG00000131470,16
ENSG00000131480,19
ENSG00000131650,11
ENSG00000131746,3
ENSG00000131747,14
ENSG00000131759,7
ENSG00000131781,5
ENSG00000131873,20
ENSG00000131941,3
ENSG00000132003,7
ENSG00000132016,20
ENSG00000132031,19
ENSG00000132196,8
ENSG00000132256,8
ENSG00000132274,5
ENSG00000132326,3
ENSG00000132329,12
ENSG00000132357,4
ENSG00000132361,18
ENSG00000132382,16
ENSG00000132481,1
ENSG00000132510,6
ENSG00000132600,18
ENSG00000132603,1
ENSG00000132613,11
ENSG00000132661,1
ENSG00000132688,18
ENSG00000132744,6
ENSG00000132768,16
ENSG00000132773,1
ENSG00000132932,14
ENSG00000133067,11
ENSG00000133106,20
ENSG00000133119,16
ENSG00000133121,10
ENSG00000133131,20
ENSG00000133135,18
ENSG00000133216,11
ENSG00000133302,16
ENSG00000133315,11
ENSG00000133316,16
ENSG00000133321,6
ENSG00000133398,20
ENSG00000133460,6
ENSG00000133519,8
ENSG00000133641,20
ENSG00000133710,1
ENSG00000133740,11
ENSG00000133816,3
ENSG00000133858,8
ENSG00000133874,13
ENSG00000133935,8
ENSG00000133943,6
ENSG00000133980,5
ENSG00000134001,16
ENSG00000134030,5
ENSG00000134057,14
ENSG00000134061,14
ENSG00000134107,9
ENSG00000134109,12
ENSG00000134198,20
ENSG00000134222,14
ENSG00000134253,10
ENSG00000134258,13
ENSG00000134262,18
ENSG00000134278,5
ENSG00000134317,5
ENSG00000134318,3
ENSG00000134323,3
ENSG00000134363,19
ENSG00000134531,1
ENSG00000134569,20
ENSG00000134668,15
ENSG00000134716,20
ENSG00000134758,20
ENSG00000134827,18
ENSG00000134852,1
ENSG00000134871,1
ENSG00000134899,8
ENSG00000134954,1
ENSG00000134986,14
ENSG00000134987,16
ENSG00000135046,14
ENSG00000135063,20
ENSG00000135093,8
ENSG00000135100,5
ENSG00000135114,6
ENSG00000135205,12
ENSG00000135211,10
ENSG00000135269,11
ENSG00000135362,3
ENSG00000135365,12
ENSG00000135373,6
ENSG00000135406,7
ENSG00000135423,12
ENSG00000135437,5
ENSG00000135451,14
ENSG00000135473,12
ENSG00000135476,14
ENSG00000135480,20
ENSG00000135519,6
ENSG00000135521,18
ENSG00000135549,4
ENSG00000135596,9
ENSG00000135631,7
ENSG00000135632,18
ENSG00000135697,12
ENSG00000135709,8
ENSG00000135723,14
ENSG00000135763,1
ENSG00000135766,12
ENSG00000135801,16
ENSG00000135821,5
ENSG00000135828,8
ENSG00000135926,1
ENSG00000135951,5
ENSG00000135960,3
ENSG00000136059,6
ENSG00000136068,20
ENSG00000136098,11
ENSG00000136111,5
ENSG00000136141,3
ENSG00000136153,4
ENSG00000136158,9
ENSG00000136161,4
ENSG00000136169,5
ENSG00000136237,20
ENSG00000136261,1
ENSG00000136270,1
ENSG00000136271,16
ENSG00000136305,5
ENSG00000136367,12
ENSG00000136450,16
ENSG00000136451,9
ENSG00000136542,14
ENSG00000136603,3
ENSG00000136689,4
ENSG00000136717,3
ENSG00000136718,18
ENSG00000136720,19
ENSG00000136802,15
ENSG00000136811,14
ENSG00000136826,3
ENSG00000136828,18
ENSG00000136830,1
ENSG00000136842,10
ENSG00000136848,8
ENSG00000136869,3
ENSG00000136878,12
ENSG00000136883,6
ENSG00000136895,11
ENSG00000136933,16
ENSG00000136982,16
ENSG00000136997,9
ENSG00000137054,18
ENSG00000137070,8
ENSG00000137094,8
ENSG00000137103,12
ENSG00000137145,5
ENSG00000137193,9
ENSG00000137310,18
ENSG00000137331,9
ENSG00000137404,18
ENSG00000137440,4
ENSG00000137460,3
ENSG00000137474,12
ENSG00000137491,6
ENSG00000137501,3
ENSG00000137522,1
ENSG00000137561,10
ENSG00000137693,3
ENSG00000137709,15
ENSG00000137747,8
ENSG00000137760,18
ENSG00000137801,18
ENSG00000137821,14
ENSG00000137825,20
ENSG00000137831,1
ENSG00000137834,15
ENSG00000137843,10
ENSG00000137877,1
ENSG00000137936,15
ENSG00000137955,16
ENSG00000138030,18
ENSG00000138031,20
ENSG00000138035,16
ENSG00000138074,18
ENSG00000138078,5
ENSG00000138101,11
ENSG00000138134,9
ENSG00000138180,18
ENSG00000138185,17
ENSG00000138193,1
ENSG00000138336,19
ENSG00000138346,19
ENSG00000138376,16
ENSG00000138386,11
ENSG00000138434,3
ENSG00000138449,10
ENSG00000138496,4
ENSG00000138613,11
ENSG00000138623,18
ENSG00000138639,10
ENSG00000138670,14
ENSG00000138678,1
ENSG00000138755,11
ENSG00000138764,10
ENSG00000138778,14
ENSG00000139055,10
ENSG00000139083,7
ENSG00000139146,11
ENSG00000139178,12
ENSG00000139190,4
ENSG00000139211,15
ENSG00000139263,3
ENSG00000139278,18
ENSG00000139289,9
ENSG00000139292,3
ENSG00000139318,9
ENSG00000139323,3
ENSG00000139354,14
ENSG00000139370,20
ENSG00000139410,6
ENSG00000139428,8
ENSG00000139496,20
ENSG00000139514,11
ENSG00000139531,8
ENSG00000139629,12
ENSG00000139675,14
