Gene,Cluster
ENSG00000108799,17
ENSG00000108813,17
ENSG00000108828,10
ENSG00000108829,11
ENSG00000108840,17
ENSG00000108846,9
ENSG00000108852,7
ENSG00000108924,8
ENSG00000108932,11
ENSG00000108960,2
ENSG00000108984,11
ENSG00000109063,1
ENSG00000109065,6
ENSG00000109066,6
ENSG00000109084,6
ENSG00000109101,15
ENSG00000109107,9
ENSG00000109184,19
ENSG00000109189,6
ENSG00000109220,2
ENSG00000109255,19
ENSG00000109436,10
ENSG00000109445,18
ENSG00000109519,6
ENSG00000109534,8
ENSG00000109572,17
ENSG00000109618,2
ENSG00000109654,17
ENSG00000109674,8
ENSG00000109686,17
ENSG00000109762,3
ENSG00000109787,2
ENSG00000109790,10
ENSG00000109805,4
ENSG00000109971,7
ENSG00000110002,10
ENSG00000110046,3
ENSG00000110060,6
ENSG00000110080,10
ENSG00000110104,11
ENSG00000110108,11
ENSG00000110172,6
ENSG00000110195,9
ENSG00000110200,1
ENSG00000110237,15
ENSG00000110274,11
ENSG00000110315,10
ENSG00000110375,9
ENSG00000110427,13
ENSG00000110442,11
ENSG00000110446,9
ENSG00000110455,12
ENSG00000110514,3
ENSG00000110619,9
ENSG00000110660,11
ENSG00000110693,10
ENSG00000110719,18
ENSG00000110721,6
ENSG00000110723,13
ENSG00000110841,10
ENSG00000110876,3
ENSG00000110881,9
ENSG00000110888,5
ENSG00000110921,15
ENSG00000110925,17
ENSG00000110944,13
ENSG00000111012,11
ENSG00000111077,12
ENSG00000111087,20
ENSG00000111110,9
ENSG00000111206,11
ENSG00000111237,18
ENSG00000111247,19
ENSG00000111252,9
ENSG00000111261,12
ENSG00000111266,5
ENSG00000111269,17
ENSG00000111276,2
ENSG00000111300,8
ENSG00000111319,12
ENSG00000111325,1
ENSG00000111331,9
ENSG00000111335,9
ENSG00000111348,8
ENSG00000111364,8
ENSG00000111371,19
ENSG00000111424,11
ENSG00000111445,8
ENSG00000111450,12
ENSG00000111490,6
ENSG00000111540,10
ENSG00000111602,11
ENSG00000111605,6
ENSG00000111641,6
ENSG00000111653,10
ENSG00000111671,14
ENSG00000111679,10
ENSG00000111700,19
ENSG00000111716,11
ENSG00000111727,9
ENSG00000111801,9
ENSG00000111832,8
ENSG00000111845,8
ENSG00000111859,2
ENSG00000111860,6
ENSG00000111897,2
ENSG00000111911,10
ENSG00000111912,5
ENSG00000111913,5
ENSG00000111961,2
ENSG00000111962,10
ENSG00000112029,8
ENSG00000112110,6
ENSG00000112118,8
ENSG00000112144,2
ENSG00000112149,10
ENSG00000112159,4
ENSG00000112167,5
ENSG00000112186,11
ENSG00000112208,6
ENSG00000112210,19
ENSG00000112212,9
ENSG00000112234,12
ENSG00000112245,8
ENSG00000112249,11
ENSG00000112282,17
ENSG00000112293,20
ENSG00000112297,12
ENSG00000112312,8
ENSG00000112365,6
ENSG00000112378,17
ENSG00000112379,11
ENSG00000112406,2
ENSG00000112414,12
ENSG00000112419,2
ENSG00000112425,5
ENSG00000112494,19
ENSG00000112514,15
ENSG00000112561,12
ENSG00000112578,6
ENSG00000112624,12
ENSG00000112651,11
ENSG00000112658,18
ENSG00000112659,12
ENSG00000112667,9
ENSG00000112715,9
ENSG00000112742,13
ENSG00000112759,11
ENSG00000112773,7
ENSG00000112782,12
ENSG00000112851,2
ENSG00000112893,11
ENSG00000112902,12
ENSG00000112972,15
ENSG00000112983,2
ENSG00000112984,1
ENSG00000113013,11
ENSG00000113070,19
ENSG00000113108,12
ENSG00000113119,12
ENSG00000113161,15
ENSG00000113231,12
ENSG00000113273,11
ENSG00000113356,11
ENSG00000113368,11
ENSG00000113369,4
ENSG00000113407,19
ENSG00000113448,19
ENSG00000113460,6
ENSG00000113595,2
ENSG00000113638,17
ENSG00000113657,1
ENSG00000113712,9
ENSG00000113734,8
ENSG00000113739,9
ENSG00000113742,13
ENSG00000113810,4
ENSG00000113851,17
ENSG00000113916,16
ENSG00000113971,17
ENSG00000114019,14
ENSG00000114120,5
ENSG00000114126,17
ENSG00000114127,17
ENSG00000114268,20
ENSG00000114331,10
ENSG00000114346,2
ENSG00000114395,11
ENSG00000114423,17
ENSG00000114455,15
ENSG00000114491,6
ENSG00000114503,18
ENSG00000114541,17
ENSG00000114626,17
ENSG00000114648,6
ENSG00000114686,11
ENSG00000114737,18
ENSG00000114739,2
ENSG00000114742,17
ENSG00000114767,11
ENSG00000114784,13
ENSG00000114796,2
ENSG00000114812,12
ENSG00000114853,20
ENSG00000114854,12
ENSG00000114861,13
ENSG00000114933,13
ENSG00000114988,6
ENSG00000115020,3
ENSG00000115053,11
ENSG00000115107,11
ENSG00000115163,4
ENSG00000115170,4
ENSG00000115183,17
ENSG00000115257,10
ENSG00000115266,10
ENSG00000115267,9
ENSG00000115274,15
ENSG00000115290,11
ENSG00000115295,5
ENSG00000115306,3
ENSG00000115318,8
ENSG00000115355,11
ENSG00000115368,11
ENSG00000115386,9
ENSG00000115392,18
ENSG00000115423,14
ENSG00000115464,4
ENSG00000115539,11
ENSG00000115541,11
ENSG00000115548,2
ENSG00000115590,6
ENSG00000115596,15
ENSG00000115616,6
ENSG00000115648,12
ENSG00000115738,9
ENSG00000115758,11
ENSG00000115761,11
ENSG00000115808,3
ENSG00000115816,8
ENSG00000115839,4
ENSG00000115840,11
ENSG00000115841,8
ENSG00000115875,18
ENSG00000115884,11
ENSG00000115902,19
ENSG00000115904,2
ENSG00000115944,19
ENSG00000115946,6
ENSG00000115966,17
ENSG00000115977,4
ENSG00000116005,20
ENSG00000116016,11
ENSG00000116017,17
ENSG00000116044,2
ENSG00000116062,6
ENSG00000116096,7
ENSG00000116106,13
ENSG00000116120,11
ENSG00000116133,15
ENSG00000116161,6
ENSG00000116171,9
ENSG00000116285,5
ENSG00000116337,7
ENSG00000116396,20
ENSG00000116406,3
ENSG00000116455,11
ENSG00000116478,18
ENSG00000116584,17
ENSG00000116604,2
ENSG00000116649,11
ENSG00000116667,9
ENSG00000116668,10
ENSG00000116678,9
ENSG00000116698,8
ENSG00000116711,11
ENSG00000116717,18
ENSG00000116741,6
ENSG00000116761,9
ENSG00000116774,9
ENSG00000116791,20
ENSG00000116815,8
ENSG00000116852,9
ENSG00000116922,6
ENSG00000116962,8
ENSG00000116977,17
ENSG00000116990,18
ENSG00000116991,11
ENSG00000117009,14
ENSG00000117010,14
ENSG00000117016,12
ENSG00000117139,17
ENSG00000117143,18
ENSG00000117155,11
ENSG00000117226,12
ENSG00000117245,8
ENSG00000117266,12
ENSG00000117305,12
ENSG00000117318,9
ENSG00000117394,17
ENSG00000117395,11
ENSG00000117461,6
ENSG00000117472,9
ENSG00000117479,5
ENSG00000117523,11
ENSG00000117525,6
ENSG00000117595,17
ENSG00000117602,2
ENSG00000117614,2
ENSG00000117632,9
ENSG00000117650,13
ENSG00000117691,12
ENSG00000117697,12
ENSG00000117707,2
ENSG00000117724,13
ENSG00000117748,8
ENSG00000117877,6
ENSG00000118058,13
ENSG00000118194,9
ENSG00000118197,5
ENSG00000118217,9
ENSG00000118246,6
ENSG00000118257,8
ENSG00000118263,16
ENSG00000118420,6
ENSG00000118454,13
ENSG00000118482,2
ENSG00000118496,12
ENSG00000118503,16
ENSG00000118508,9
ENSG00000118513,4
ENSG00000118523,2
ENSG00000118640,12
ENSG00000118680,9
ENSG00000118689,2
ENSG00000118707,20
ENSG00000118894,8
ENSG00000118898,10
ENSG00000118922,5
ENSG00000118939,11
ENSG00000118960,12
ENSG00000118985,11
ENSG00000119013,11
ENSG00000119048,2
ENSG00000119125,10
ENSG00000119138,16
ENSG00000119285,11
ENSG00000119326,19
ENSG00000119328,19
ENSG00000119333,19
ENSG00000119397,2
ENSG00000119408,6
ENSG00000119514,9
ENSG00000119523,6
ENSG00000119537,5
ENSG00000119541,17
ENSG00000119547,8
ENSG00000119640,20
ENSG00000119655,12
ENSG00000119681,12
ENSG00000119686,20
ENSG00000119705,11
ENSG00000119711,10
ENSG00000119737,1
ENSG00000119778,6
ENSG00000119782,12
ENSG00000119801,2
ENSG00000119812,6
ENSG00000119820,17
ENSG00000119878,17
ENSG00000119899,10
ENSG00000119900,18
ENSG00000119915,11
ENSG00000119917,9
ENSG00000119927,6
ENSG00000119950,17
ENSG00000119969,8
ENSG00000119979,12
ENSG00000120053,3
ENSG00000120055,10
ENSG00000120071,13
ENSG00000120075,10
ENSG00000120093,12
ENSG00000120129,16
ENSG00000120158,8
ENSG00000120162,19
ENSG00000120217,19
ENSG00000120254,8
ENSG00000120278,8
ENSG00000120334,8
ENSG00000120437,15
ENSG00000120539,16
ENSG00000120549,2
ENSG00000120647,2
ENSG00000120662,20
ENSG00000120685,8
ENSG00000120694,11
ENSG00000120697,8
ENSG00000120699,19
ENSG00000120705,11
ENSG00000120708,13
ENSG00000120727,2
ENSG00000120738,16
ENSG00000120800,11
ENSG00000120802,11
ENSG00000120832,18
ENSG00000120833,18
ENSG00000120868,17
