"Row.names","hclust_analysis","C.x","1h","2h","4h","8h","24h","C.y","DMSO_1h","DMSO_2h","DMSO_4h","DMSO_8h","DMSO_24h","CORR"
"ENSG00000212694",1,0,1.38484541654527,2.12255953770897,1.13712387624451,1.83298255450755,-0.371482728813892,0,-0.397367697673357,-0.673250446173866,-0.983807771800278,-0.282681287377583,-2.77396699354883,0.249974312245038
"ENSG00000281348",1,0,2.57501350784726,1.58376304981995,1.00337478900106,1.87469189887122,0.18595868059193,0,-0.364839426414546,0.975204344918423,1.68511564293281,-1.04076662167502,-0.356925818109032,0.303000641511739
"ENSG00000215912",1,0,2.28857264371438,0.20538255064606,1.51603467537891,1.59590086398954,-0.0587513806752402,0,0.130758963671659,-0.389524921666834,0.709817830630722,-0.138011202670011,2.34152442283394,0.305247977095946
"ENSG00000258609",1,0,1.54265887425374,1.21309403790036,1.09822079221956,1.86216902331669,-0.757203492614931,0,-0.0319590583664947,-2.34520666688793,-0.621717445224362,0.423843144141508,0.0424594213201125,0.328521665996206
"ENSG00000214050",1,0,0.577152657309234,1.52065757671084,-0.648409498311265,0.896037606343837,-1.16727168515859,0,-0.376968558103209,-0.781417764741204,0.234217048751871,0.412260496809285,2.10891870153554,0.362684789873443
"ENSG00000266401",1,0,1.19374378379349,1.71088222775361,0.31897617956509,0.12727867461645,-1.15484743191711,0,-0.247624714962579,-0.411555692580277,-2.01603531998729,-2.43392234931998,-1.06545159253215,0.366218936890813
"ENSG00000224417",1,0,0.807474083404639,1.46989996447944,0.515981279741992,1.74470053152003,-0.988475303878711,0,-0.337213943009337,-1.35825595196739,-0.657883907645603,0.942449107076813,1.31226054888554,0.36859818864832
"ENSG00000234129",1,0,0.964434963220047,-0.438494090507834,1.6643338097228,0.821965307738036,-1.03950404341242,0,0.331225442658275,-1.83707702613057,-0.748288399861322,-2.18934630721419,-0.523437339514202,0.375180452221311
"ENSG00000231752",1,0,2.60483911688506,0.23219688827752,1.20890851010823,0.616153223193431,0.0378866430629921,0,1.8570184620939,2.53133917248504,2.05608884509779,1.12763963218932,2.66959490396258,0.378657710900865
"ENSG00000270605",1,0,-1.21443723874053,-2.30720379773871,-0.985234945617325,-0.993737088435811,-2.75967690133093,0,-1.05910117425327,-0.556886358059752,0.541140216658258,1.51492372491058,1.19386650677272,0.383414792991644
"ENSG00000246228",1,0,2.06909625710537,0.876024398468916,-0.139794965745736,0.815598699114075,-0.781363559597614,0,0.0225904193245899,0.44494397180199,-0.936769443681569,-1.39784001515542,-2.16245320140274,0.383922130856088
"ENSG00000125864",1,0,-1.28333472702812,-0.700414448100004,0.361936140659385,-0.210892075933831,-2.37415451457208,0,-1.8776492674169,-2.41967841446904,-2.62443233791606,-2.23993368683523,-1.05621924311873,0.384047964903641
"ENSG00000094755",1,0,1.07871978240848,-1.61709617192142,0.369713213825407,-0.255193338711783,-1.21019547366569,0,1.27967281542836,1.32687410458875,0.196628351065218,0.578111075454149,2.73020574289904,0.387702207248078
"ENSG00000163735",1,0,1.05372671404275,-1.30893748813358,0.916023358456197,0.0800906694904503,-1.16663502391906,0,0.334161566151514,-0.458938751249222,-1.14595980670355,0.0318196565053939,1.85091845572876,0.405788746233058
"ENSG00000278611",1,0,1.39297712972908,-1.31849820194928,-0.0547242760458743,-0.160173312390657,-1.27538663896805,0,-0.470315813631457,0.308218190952975,-1.79449747016755,-2.15071383878769,-1.32585535575307,0.406818277468091
"ENSG00000268628",1,0,0.630984906866634,0.927272234091992,1.08298142654311,1.8831476925252,-1.02911689123465,0,0.269636985598611,-0.405386945415938,-0.263504033687566,-1.64806264590043,-2.24762987451351,0.418446752331049
"ENSG00000176909",1,0,1.34831472430173,-0.575853593819485,0.697435780607429,1.48960526506181,-0.916806357386763,0,0.348550550963723,-0.273303732256421,0.441046501268445,1.36910645446553,2.41053697542543,0.418602836070556
"ENSG00000286529",1,0,-0.297245244670564,-0.754844980788663,0.529715779474683,0.905731049422871,-1.90432819541497,0,-0.867806372393948,-1.24593629420284,-2.48157245010014,-2.65308078701492,-1.36944952024572,0.418984826827825
"ENSG00000271781",1,0,-0.651699907956894,0.667822501831826,-0.586912103720055,0.121183155486992,-2.22830711148833,0,-1.10305762013815,-2.00453866433598,-1.49302563395978,-3.00700655802894,-1.80943579235396,0.428420548771231
"ENSG00000260193",1,0,-0.390407076827321,0.102748601795266,0.203080775820997,1.25730659472637,-1.81192102307588,0,-1.11414161943691,-1.51251457027487,-1.27044527654612,-0.94763508445171,1.12482606490675,0.433022147512667
