Gene,Cluster
ENSG00000100697,19
ENSG00000100711,1
ENSG00000100714,15
ENSG00000100726,16
ENSG00000100749,15
ENSG00000100767,10
ENSG00000100784,3
ENSG00000100796,11
ENSG00000100802,2
ENSG00000100814,19
ENSG00000100867,12
ENSG00000100889,10
ENSG00000100897,12
ENSG00000100906,5
ENSG00000100908,11
ENSG00000100918,6
ENSG00000100941,7
ENSG00000100968,18
ENSG00000100994,16
ENSG00000101000,15
ENSG00000101003,15
ENSG00000101057,15
ENSG00000101084,7
ENSG00000101096,18
ENSG00000101104,10
ENSG00000101115,15
ENSG00000101160,6
ENSG00000101182,15
ENSG00000101187,19
ENSG00000101194,19
ENSG00000101197,7
ENSG00000101198,15
ENSG00000101204,12
ENSG00000101220,11
ENSG00000101222,9
ENSG00000101224,9
ENSG00000101247,15
ENSG00000101255,7
ENSG00000101266,11
ENSG00000101276,8
ENSG00000101306,11
ENSG00000101310,7
ENSG00000101311,15
ENSG00000101342,8
ENSG00000101347,7
ENSG00000101361,15
ENSG00000101367,15
ENSG00000101384,19
ENSG00000101412,16
ENSG00000101417,12
ENSG00000101441,10
ENSG00000101452,15
ENSG00000101493,18
ENSG00000101546,16
ENSG00000101574,14
ENSG00000101577,4
ENSG00000101596,16
ENSG00000101605,8
ENSG00000101608,6
ENSG00000101624,5
ENSG00000101654,3
ENSG00000101665,7
ENSG00000101670,19
ENSG00000101680,18
ENSG00000101745,2
ENSG00000101751,4
ENSG00000101773,16
ENSG00000101782,2
ENSG00000101811,15
ENSG00000101844,11
ENSG00000101850,16
ENSG00000101856,16
ENSG00000101898,7
ENSG00000101911,15
ENSG00000101928,12
ENSG00000101972,3
ENSG00000102007,11
ENSG00000102024,15
ENSG00000102030,15
ENSG00000102032,4
ENSG00000102034,19
ENSG00000102043,14
ENSG00000102057,18
ENSG00000102103,9
ENSG00000102178,19
ENSG00000102181,10
ENSG00000102189,16
ENSG00000102195,6
ENSG00000102218,10
ENSG00000102243,8
ENSG00000102309,14
ENSG00000102316,10
ENSG00000102349,18
ENSG00000102384,11
ENSG00000102401,4
ENSG00000102531,13
ENSG00000102547,18
ENSG00000102554,2
ENSG00000102572,16
ENSG00000102678,2
ENSG00000102699,18
ENSG00000102710,14
ENSG00000102743,7
ENSG00000102753,15
ENSG00000102780,19
ENSG00000102781,6
ENSG00000102786,14
ENSG00000102796,10
ENSG00000102804,11
ENSG00000102805,9
ENSG00000102854,10
ENSG00000102878,8
ENSG00000102879,11
ENSG00000102882,8
ENSG00000102886,8
ENSG00000102897,19
ENSG00000102934,8
ENSG00000102967,7
ENSG00000102984,3
ENSG00000103005,7
ENSG00000103021,10
ENSG00000103024,10
ENSG00000103037,16
ENSG00000103042,4
ENSG00000103044,2
ENSG00000103047,15
ENSG00000103056,20
ENSG00000103064,19
ENSG00000103067,17
ENSG00000103089,8
ENSG00000103121,7
ENSG00000103145,8
ENSG00000103160,3
ENSG00000103175,4
ENSG00000103184,18
ENSG00000103187,11
ENSG00000103194,15
ENSG00000103199,3
ENSG00000103202,16
ENSG00000103227,10
ENSG00000103249,4
ENSG00000103253,6
ENSG00000103254,15
ENSG00000103257,6
ENSG00000103260,6
ENSG00000103269,8
ENSG00000103342,15
ENSG00000103351,3
ENSG00000103355,10
ENSG00000103356,15
ENSG00000103365,16
ENSG00000103381,16
ENSG00000103404,16
ENSG00000103415,7
ENSG00000103423,15
ENSG00000103460,6
ENSG00000103479,4
ENSG00000103489,20
ENSG00000103507,20
ENSG00000103550,15
ENSG00000103591,15
ENSG00000103642,17
ENSG00000103653,12
ENSG00000103811,10
ENSG00000103855,8
ENSG00000103888,13
ENSG00000103932,9
ENSG00000103995,5
ENSG00000104064,15
ENSG00000104081,2
ENSG00000104129,1
ENSG00000104131,7
ENSG00000104133,8
ENSG00000104142,17
ENSG00000104205,13
ENSG00000104213,10
ENSG00000104218,5
ENSG00000104228,19
ENSG00000104231,10
ENSG00000104267,7
ENSG00000104312,12
ENSG00000104327,12
ENSG00000104331,15
ENSG00000104356,7
ENSG00000104381,11
ENSG00000104413,5
ENSG00000104419,3
ENSG00000104450,7
ENSG00000104497,3
ENSG00000104518,8
ENSG00000104524,15
ENSG00000104549,18
ENSG00000104611,7
ENSG00000104626,15
ENSG00000104660,19
ENSG00000104689,7
ENSG00000104691,16
ENSG00000104731,7
ENSG00000104738,16
ENSG00000104765,12
ENSG00000104783,12
ENSG00000104805,10
ENSG00000104812,17
ENSG00000104825,11
ENSG00000104856,13
ENSG00000104863,8
ENSG00000104870,10
ENSG00000104883,10
ENSG00000104884,1
ENSG00000104885,1
ENSG00000104886,6
ENSG00000104888,20
ENSG00000104903,11
ENSG00000104936,8
ENSG00000104946,3
ENSG00000104960,8
ENSG00000104964,10
ENSG00000104969,15
ENSG00000104976,9
ENSG00000104980,19
ENSG00000105011,16
ENSG00000105053,18
ENSG00000105088,10
ENSG00000105173,16
ENSG00000105185,15
ENSG00000105197,11
ENSG00000105202,11
ENSG00000105204,1
ENSG00000105223,10
ENSG00000105227,3
ENSG00000105251,17
ENSG00000105270,4
ENSG00000105281,19
ENSG00000105289,18
ENSG00000105290,6
ENSG00000105321,19
ENSG00000105327,3
ENSG00000105339,3
ENSG00000105364,11
ENSG00000105371,4
ENSG00000105373,4
ENSG00000105376,4
ENSG00000105379,12
ENSG00000105398,18
ENSG00000105401,15
ENSG00000105402,10
ENSG00000105404,10
ENSG00000105419,10
ENSG00000105427,10
ENSG00000105429,8
ENSG00000105447,15
ENSG00000105479,20
ENSG00000105483,20
ENSG00000105486,5
ENSG00000105492,6
ENSG00000105499,8
ENSG00000105514,20
ENSG00000105516,2
ENSG00000105519,8
ENSG00000105523,10
ENSG00000105538,4
ENSG00000105550,7
ENSG00000105552,16
ENSG00000105576,7
ENSG00000105617,9
ENSG00000105619,11
ENSG00000105655,18
ENSG00000105662,18
ENSG00000105676,15
ENSG00000105707,10
ENSG00000105711,19
ENSG00000105717,6
ENSG00000105722,1
ENSG00000105737,19
ENSG00000105738,13
ENSG00000105792,8
ENSG00000105808,10
ENSG00000105810,3
ENSG00000105821,15
ENSG00000105829,4
ENSG00000105835,6
ENSG00000105854,6
ENSG00000105855,13
ENSG00000105856,2
ENSG00000105866,16
ENSG00000105926,7
ENSG00000105928,6
ENSG00000105929,17
ENSG00000105939,7
ENSG00000105963,1
ENSG00000105974,12
ENSG00000105976,6
ENSG00000105982,14
ENSG00000106003,5
ENSG00000106012,11
ENSG00000106025,18
ENSG00000106028,15
ENSG00000106052,3
ENSG00000106066,10
ENSG00000106069,13
ENSG00000106070,6
ENSG00000106077,19
ENSG00000106080,9
ENSG00000106100,10
ENSG00000106105,6
ENSG00000106123,15
ENSG00000106125,15
ENSG00000106133,8
ENSG00000106144,16
ENSG00000106211,11
ENSG00000106245,7
ENSG00000106246,19
ENSG00000106258,18
ENSG00000106261,3
ENSG00000106263,15
ENSG00000106305,15
ENSG00000106330,18
ENSG00000106333,8
ENSG00000106344,11
ENSG00000106348,7
ENSG00000106351,12
ENSG00000106366,7
ENSG00000106367,1
ENSG00000106384,10
ENSG00000106392,10
ENSG00000106404,20
ENSG00000106415,5
ENSG00000106460,4
ENSG00000106462,16
ENSG00000106477,15
ENSG00000106479,18
ENSG00000106484,7
ENSG00000106526,1
ENSG00000106538,4
ENSG00000106541,11
ENSG00000106546,5
ENSG00000106554,15
ENSG00000106610,6
ENSG00000106617,7
ENSG00000106628,15
ENSG00000106665,4
ENSG00000106683,19
ENSG00000106692,18
ENSG00000106701,6
ENSG00000106733,20
ENSG00000106780,2
ENSG00000106785,19
ENSG00000106789,1
ENSG00000106803,15
ENSG00000106804,10
ENSG00000106823,6
ENSG00000106829,2
ENSG00000106948,3
ENSG00000106976,8
ENSG00000106993,3
ENSG00000107014,9
ENSG00000107020,19
ENSG00000107099,18
ENSG00000107130,19
ENSG00000107185,20
ENSG00000107201,10
ENSG00000107223,7
ENSG00000107242,4
ENSG00000107249,11
ENSG00000107262,6
ENSG00000107281,6
ENSG00000107331,10
ENSG00000107338,19
ENSG00000107371,7
ENSG00000107438,16
ENSG00000107443,19
ENSG00000107521,4
ENSG00000107537,8
ENSG00000107551,8
ENSG00000107643,3
ENSG00000107719,16
ENSG00000107731,7
ENSG00000107745,18
ENSG00000107771,14
ENSG00000107796,4
ENSG00000107798,4
ENSG00000107815,7
ENSG00000107819,8
ENSG00000107829,4
ENSG00000107833,11
ENSG00000107854,3
ENSG00000107863,15
ENSG00000107864,3
ENSG00000107882,12
ENSG00000107902,10
ENSG00000107937,7
ENSG00000107949,11
ENSG00000107960,9
ENSG00000107968,10
ENSG00000107984,19
ENSG00000108010,11
ENSG00000108021,7
ENSG00000108064,16
ENSG00000108106,9
ENSG00000108175,4
ENSG00000108179,7
ENSG00000108187,4
ENSG00000108219,19
ENSG00000108244,6
ENSG00000108306,3
ENSG00000108352,10
ENSG00000108375,19
ENSG00000108379,10
ENSG00000108387,10
ENSG00000108389,8
ENSG00000108405,8
ENSG00000108406,3
ENSG00000108424,15
ENSG00000108433,7
ENSG00000108439,11
ENSG00000108469,18
ENSG00000108474,9
ENSG00000108479,6
ENSG00000108510,5
ENSG00000108515,19
ENSG00000108551,19
ENSG00000108559,11
ENSG00000108561,15
ENSG00000108590,13
