"gene_name","logFC_5Z_1h","logFC_PI_1h","logFC_PD_1h","logFC_PIPD_1h","logFC_PI5Z_1h","logFC_5Z_2h","logFC_PI_2h","logFC_PD_2h","logFC_PIPD_2h","logFC_PI5Z_2h","logFC_5Z_4h","logFC_PI_4h","logFC_PD_4h","logFC_PIPD_4h","logFC_PI5Z_4h","logFC_5Z_8h","logFC_PI_8h","logFC_PD_8h","logFC_PIPD_8h","logFC_PI5Z_8h","logFC_5Z_24h","logFC_PI_24h","logFC_PD_24h","logFC_PIPD_24h","logFC_PI5Z_24h","adj.P.Val_5Z_1h","adj.P.Val_PI_1h","adj.P.Val_PD_1h","adj.P.Val_PIPD_1h","adj.P.Val_PI5Z_1h","adj.P.Val_5Z_2h","adj.P.Val_PI_2h","adj.P.Val_PD_2h","adj.P.Val_PIPD_2h","adj.P.Val_PI5Z_2h","adj.P.Val_5Z_4h","adj.P.Val_PI_4h","adj.P.Val_PD_4h","adj.P.Val_PIPD_4h","adj.P.Val_PI5Z_4h","adj.P.Val_5Z_8h","adj.P.Val_PI_8h","adj.P.Val_PD_8h","adj.P.Val_PIPD_8h","adj.P.Val_PI5Z_8h","adj.P.Val_5Z_24h","adj.P.Val_PI_24h","adj.P.Val_PD_24h","adj.P.Val_PIPD_24h","adj.P.Val_PI5Z_24h"
"ARHGAP24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00660352902354,NA,NA,1.48878583253797,1.27935778817766,NA,NA,NA,NA,NA,NA,NA,2.32734751857306,1.44570468207837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000565894454796097,NA,NA,8.08769688608492e-08,5.35567216398527e-06,NA,NA,NA,NA,NA,NA,NA,4.03984591663654e-15,9.45842011435114e-08,NA
"IHH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.10267257189083,NA,NA,NA,NA,-1.16364458786039,NA,NA,NA,NA,NA,1.09313045110515,1.24561046401443,2.29707282992531,1.36396011390448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000485009156183831,NA,NA,NA,NA,0.000668484491906037,NA,NA,NA,NA,NA,0.00314769314146157,0.000252614431189732,1.67647227816215e-10,0.00019288366841355
"GAL3ST2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15950595394197,NA,1.92631794750921,1.55579625069849,NA,1.86958192519478,NA,2.49208946954709,1.6337819361075,1.49508682476215,1.59530880029512,NA,3.96644747040504,3.3803849738446,1.92567190862247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00060193531811237,NA,7.73865579728698e-09,9.96993222384936e-07,NA,1.19661246556011e-11,NA,1.57027740980893e-16,1.39617727906708e-10,4.66729374309401e-09,2.00270568614832e-06,NA,4.61876850158968e-23,6.63557339434044e-20,4.0256332780093e-09
"FAM225B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78045953809197,NA,NA,NA,1.31767908260528,1.01896735158755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000533392095011046,NA,NA,NA,0.0100098271609679,0.0220195110346642,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KDM7A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.34105316496793,1.27637244929232,NA,NA,NA,-1.31049374767138,NA,-1.12406870024019,NA,-1.19560623704387,NA,NA,-1.51171076925853,-1.59676612145595,-1.37905366249296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000459678731564553,6.97134567741828e-06,NA,NA,NA,9.81455811749903e-06,NA,0.000177224174534008,NA,1.42867284153546e-05,NA,NA,4.63533042226013e-11,2.26353061229819e-11,5.59922267475393e-09
"KIFC3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.64653952943259,NA,-2.53022369264558,-1.57255691352512,-1.36422885874172,NA,NA,-2.64213231722376,NA,NA,NA,1.07500943565582,NA,NA,1.11721614761819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000595710104328506,NA,1.03033850900801e-05,0.000653097792423497,0.00329052091077686,NA,NA,5.94068148824006e-06,NA,NA,NA,0.000101711283899597,NA,NA,6.00838957960809e-05
"RARA-AS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.53993610031269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.29864774600271,-1.29960970491782,-1.63990968116179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000622868729070538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.63136518065437e-07,1.63995336087136e-06,4.51333020385201e-07
"PSG6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7774056637563,NA,1.74846931598058,2.3896225852637,2.22085242469786,1.5782616807926,NA,2.07041668208194,2.00954179812193,2.12588172663921,2.96838458362257,2.88387409094278,5.00560103766852,4.30157887665227,3.99995825902052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000718548412231481,NA,0.000871600734510374,1.00305897285282e-06,7.45899282718431e-06,1.84471302766184e-06,NA,1.80280044031514e-09,5.24577335747898e-10,1.25280056976952e-10,3.26878761949602e-07,1.76812316250717e-07,2.71015465069224e-16,7.5835756129138e-14,4.40135949013101e-12
"CYP26B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.28179740508189,NA,NA,NA,-1.48185621984052,NA,1.37410959355881,-2.11105790164998,NA,NA,-2.75530968079424,1.43154090267006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000556683523122919,NA,NA,NA,0.0122222262135632,NA,0.00357851763224356,0.00501715850165562,NA,NA,0.00393572350785307,0.00524457992194277,NA,NA,NA
"TGFBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.04357352890982,NA,-1.02729342618539,NA,NA,-2.76504578162362,NA,-1.72869478580857,NA,NA,NA,2.13572542889637,-1.08917834076139,NA,1.25121896988333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000761639435203534,NA,0.000826257518810834,NA,NA,6.34012049523466e-08,NA,3.72451481377056e-05,NA,NA,NA,4.91707279290019e-09,0.0145932509836123,NA,0.000554695889494041
"PAK6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49011510033543,NA,1.43073018732625,NA,NA,1.23146835378391,NA,1.79551220126609,NA,NA,NA,NA,1.31692165629302,1.1859303835888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00100839678896078,NA,0.00162621499068198,NA,NA,0.00120976286655822,NA,2.79138285111482e-06,NA,NA,NA,NA,0.00050262852956065,0.00231161596966514,NA
"TMEM255B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.37128175668694,NA,1.85564776141244,2.70597807627436,2.11244190152354,1.94841952722606,NA,2.2525727939125,3.09285312583898,3.19568232862836,NA,NA,1.76715569332543,1.69027952638972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000545297022943514,NA,0.0104406050098962,1.98436259527256e-05,0.00140856629040043,0.00370342290742817,NA,0.000786694651313233,4.54249820293296e-07,3.03429629722758e-07,NA,NA,0.00559364822035244,0.00910532615813149,NA
"PAX8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84149127488183,NA,3.10678272997762,1.95243162651189,2.33924670365762,2.03402890790162,NA,2.2977780658642,1.71054570593054,1.76334084864792,NA,NA,2.85004044044996,2.64037425029171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000493596218147895,NA,0.000111482837622459,0.014579071640733,0.00325480623102421,0.00110588124840656,NA,0.000252233344021355,0.00367514736285954,0.00338931439094375,NA,NA,4.68076110154263e-05,0.000199426459211082,NA
"SGMS1-AS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29059827589308,1.46121994061798,NA,2.20397397203068,1.87969800866841,NA,1.14116228159461,1.14464307046349,1.62437256543902,1.84835666458336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00103795997332093,0.000124190092321045,NA,3.1434725417057e-09,5.1641431570781e-07,NA,0.00313484326334723,0.00310469630043535,2.51608757699535e-06,1.89381714960319e-07,NA,NA,NA,NA,NA
"FST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64637599817506,NA,3.02055921294061,2.79300211903018,2.13517924260521,1.48052607912066,NA,2.85659885848281,1.24985848076202,NA,NA,NA,2.85622555349678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000607646826635235,NA,6.9786498618796e-05,0.000102319319028632,0.00474172107613486,0.0284788237161253,NA,7.19166402584316e-06,0.0483356216887263,NA,NA,NA,3.40581393391477e-07,NA,NA
"MTSS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36254650032084,NA,2.04280233192903,2.48234805415934,2.69981566110906,1.84278327154513,NA,2.27133548212682,1.82899934671493,2.2938295951549,2.37392162617603,NA,4.36847147975812,3.40567464186589,2.2083928916204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000748549144005227,NA,0.00466029778263179,0.000133551392767671,4.0876467910944e-05,0.000269790797597557,NA,8.72353401373183e-06,0.000118220041953468,1.92670913107583e-06,0.00647819685156614,NA,9.87481966597886e-09,5.18802246365077e-06,0.00660951975152291
"H3C6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14937307822939,NA,1.2120234394471,1.58969018841929,1.59436312416979,1.05429440502761,NA,1.20026144742876,1.1271244391247,1.28213864715669,NA,NA,1.2742649389814,1.3555696469084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011313840971538,NA,0.00050279157214041,1.24952666173366e-06,2.00931425187146e-06,0.000134382753945662,NA,2.35733164436039e-05,1.18155590748412e-05,1.35807187290944e-06,NA,NA,9.16080252249165e-08,2.89319684382874e-08,NA
"ETV1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.24827458104227,1.39176091273095,-1.48990350879292,-1.08625222092237,NA,-3.85679152853858,NA,-5.08559984445901,-3.05399278393745,-2.98823339987429,-1.38088279475318,NA,-4.23593682506383,-4.55324994566412,-1.31314446127042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00118026858739544,8.04502613293864e-07,0.000152240501444428,0.00233060570744503,NA,6.60627623695957e-11,NA,8.89421067742669e-11,5.15190002956806e-11,2.98496429269842e-10,0.00018267901477656,NA,2.59365778679251e-12,1.7369655007124e-11,0.000256889525822166
"UFSP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.16635842377236,NA,NA,-1.03918380105383,-1.51207688152928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00137521254578518,NA,NA,0.00203474866700681,8.89162056401662e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STYK1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.01681835577805,NA,-1.28514137210695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00142738268223935,NA,0.000101452310542501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEIS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00052683720042,NA,1.03690129833992,NA,NA,NA,NA,1.1320199724472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00151358679178408,NA,0.000880322654880964,NA,NA,NA,NA,0.000235999961661556,NA,NA,NA,NA,NA,NA,NA
"NEK10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79578457714895,NA,1.88576866183951,1.2298797455055,1.23688003130225,1.08891326947791,-1.30965744299942,1.08441008386372,NA,NA,-2.63107199028227,-2.10968021015908,-1.56271255151438,-1.71528318021342,-2.6912968024866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00130185404996721,NA,0.00064088307588849,0.0243446477913148,0.0279366399594032,0.0220465542490692,0.0493383937557126,0.0280291476234375,NA,NA,7.34569060423414e-05,0.000111596756448711,0.000536546584611188,0.000338557636345544,1.94602932158679e-05
"ALG1L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09559922543106,NA,1.17466411173251,1.21129489733596,1.05625612239319,1.40973366612611,NA,1.47084898387797,1.16976700255097,1.06882164376238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00165082427410667,NA,0.000598077884684227,0.000166619838093345,0.00161659665456872,3.72397683678964e-07,NA,2.18676024182358e-07,5.57883676700149e-06,4.90658340048386e-05,NA,NA,NA,NA,NA
"MCF2L-AS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.02848201126855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018324163227142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SLC26A9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.34028225762422,NA,-1.98843839918689,-1.39306323072578,NA,NA,NA,-1.54181451375735,-1.51754169554507,-1.83364624846582,NA,NA,-1.8169708338133,-4.35111739174034,-1.7698084170968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00148405217030842,NA,0.003984268059468,0.0196657718885571,NA,NA,NA,0.0229386059736708,0.00858944270493348,0.00329169599301598,NA,NA,1.61651539984235e-06,5.83361886645744e-10,3.50855843812653e-05
"SEMA6C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02796340088497,1.41895993290924,NA,1.6979456307834,1.74010366838683,1.13647748495189,1.83282195908039,1.01639983794658,2.37798363391269,2.3601660438898,NA,NA,NA,1.51896957610893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00192270365178632,7.58482282769243e-06,NA,4.42736473259455e-08,3.85872834928988e-08,6.29980235762288e-05,1.05544144595087e-09,0.000548046878449143,2.70881728864794e-15,7.23852206842455e-15,NA,NA,NA,1.7022839563172e-08,NA
"ZNF487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0009536588038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00209354102589311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NFE2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24661768336555,NA,1.33794219873891,NA,NA,1.0919087286269,NA,1.49840822287611,1.03192783124206,NA,NA,NA,1.29166470730997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00200338035917418,NA,0.000756282430045881,NA,NA,0.000564290949171084,NA,3.26036230249071e-06,0.000474910212866641,NA,NA,NA,2.10123806497424e-06,NA,NA
"FAM3B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04039299791921,-1.04656433973267,NA,NA,NA,1.63427237539371,NA,1.79112777529249,NA,1.59928719059703,2.08726986027763,NA,3.2739338642415,2.09388315579248,1.083857248715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00217402264928483,0.0187667516060529,NA,NA,NA,1.02071276358524e-06,NA,1.7494715926105e-07,NA,6.28798999852382e-07,7.565045057981e-07,NA,7.65014812911964e-15,6.16796602594861e-08,0.0097339028570428
"KIAA1549L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63984705138559,NA,NA,1.43068329311136,1.77140130655838,NA,NA,NA,NA,NA,NA,1.45571121144628,NA,1.4504639649079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00185908471032025,NA,NA,0.00397859998460275,0.000365570758049843,NA,NA,NA,NA,NA,NA,0.0474344155379217,NA,0.0360986992436761,NA
"BHLHE40-AS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.74997876039998,NA,-1.14987544007866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00155007173370833,NA,0.0281144360344582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAGS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.15639742035881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00254664107665119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ERVE-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43108240898039,NA,NA,1.71827657994954,1.32148000231726,NA,NA,NA,NA,1.44669150370692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0024549527978183,NA,NA,7.10386798966278e-05,0.00367073620589596,NA,NA,NA,NA,1.92060745813086e-05,NA,NA,NA,NA,NA
"RDH5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5207177773414,1.42657747075013,1.44424796803775,1.52413573385712,1.25942953248548,NA,NA,1.23349227234088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00257061246350547,0.00386185501699208,0.00460171996041499,0.00110227859331333,0.0109355995634769,NA,NA,0.000700188745192913,NA,NA,NA,NA,NA,NA,NA
"VASH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06429855893482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0355263365849,NA,1.17901273646472,1.23897577608256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00260264045158625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00518820193188327,NA,0.00065606889884265,0.000740525424781196
"CEACAMP9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.87391609093966,NA,3.09961651959047,3.24570692035598,3.66306632666716,3.05607130478277,NA,2.88655334429057,2.9677500295007,3.42706803227186,3.32947397900552,3.33051403368699,5.54864566656878,5.36346555365475,4.37007987437663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00169125706038692,NA,0.00060688477170212,0.00010681457855777,1.41428838077034e-05,1.19154648465312e-05,NA,4.70856321569558e-05,6.78966797927172e-06,3.60541846364348e-07,0.00197047598750738,0.000847088312876571,9.52792445925344e-09,2.06912906198276e-08,7.43748579061921e-06
"GGN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09117475932141,NA,NA,1.19336845269877,1.40344354218734,1.06453675156954,NA,1.16860010389523,1.65606177766708,1.4147689327819,NA,NA,1.33834508934656,1.42467632767091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00251149633806137,NA,NA,0.000346552035211619,3.76150729882675e-05,0.000951497247799071,NA,0.000389091819767985,3.98846177037214e-08,3.59006628941623e-06,NA,NA,2.58522736249554e-06,8.71739781107415e-07,NA
"LINC00479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32155780657708,NA,2.13072709887196,NA,1.81585015808617,1.89916745510075,NA,1.82624062181893,NA,1.2317467424027,NA,NA,3.95184777975737,3.2312291098595,1.87371876034858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00217404189679268,NA,0.00583363872339607,NA,0.0145906951026325,0.000708788909352702,NA,0.00154139969689269,NA,0.0272590184920264,NA,NA,1.06636655588828e-08,2.01700534258108e-06,0.0125425358808023
"MME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.02850269423025,NA,2.2094120218842,3.3474407928845,3.71365555436104,1.9899700582103,NA,2.30173102427318,2.34375430531908,2.39501731697421,NA,NA,NA,NA,1.91719506276417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00134779347270203,NA,0.0337643156927107,0.000112046082980447,2.14558413931693e-05,0.00711016002073303,NA,0.00180792334930277,0.000480120621411798,0.000476901625566635,NA,NA,NA,NA,0.0269073381039011
"ICAM5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15613224929668,NA,NA,1.03814553482212,1.1326619365983,NA,NA,1.08519625968522,1.22866810000615,1.40875682125194,NA,NA,1.86153407711984,2.03340996259189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00280929103663772,NA,NA,0.00419943082070042,0.00225356623069095,NA,NA,0.000668994193965822,1.94415561134133e-05,1.77594302886788e-06,NA,NA,4.88315286069956e-10,3.2989787692357e-11,NA
"LINC01135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.66378067585129,NA,NA,NA,NA,NA,1.37443766688871,NA,NA,NA,NA,NA,-1.24914206029003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00222696725237481,NA,NA,NA,NA,NA,0.000385979821577853,NA,NA,NA,NA,NA,0.00113590202596844,NA,NA
"CCRL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.91275077734239,NA,NA,NA,-1.1730528441323,NA,NA,NA,NA,-1.08735458819035,NA,1.09302846229586,1.51380916590274,1.15276374283605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00231602462291839,NA,NA,NA,0.0370211658424831,NA,NA,NA,NA,0.028021500393788,NA,0.0481981966344653,0.0020370790160074,0.0248786258901113,NA
"KDM7A-DT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1771589414352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.07490496397538,-1.27362811278612,-1.01608771645261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00319988699686329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84731980934896e-06,3.78620081064226e-07,6.20859098634851e-05
"LAMA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4474419628854,NA,1.57971268579159,NA,NA,2.21553071640443,NA,2.57409066041579,NA,1.01375354681576,NA,NA,3.09029713690803,1.43307781491517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00332627497382589,NA,0.00109417371305522,NA,NA,5.20100280980893e-08,NA,7.91818553012628e-10,NA,0.0106128957497589,NA,NA,1.68333275128109e-11,0.00123017675225787,NA
"PRRT1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11852180308857,NA,NA,NA,1.2475265498687,NA,NA,NA,1.01868426748251,1.26348144606465,NA,NA,NA,-1.1253122373476,-1.17708238965983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00336718236234835,NA,NA,NA,0.000536220001060257,NA,NA,NA,0.000174275533702299,6.39498504098133e-06,NA,NA,NA,0.000122536227056346,0.000257131313782979
"DKK3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35913540845161,NA,1.54241446672697,1.63995307209238,1.35176151890968,1.32871156708387,NA,1.24184723088916,NA,1.19357567622732,NA,1.33443522019062,1.3711339952392,1.21308322509436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00343144305968583,NA,0.000610983225926422,0.000100367415240504,0.00214700453688807,0.00015687294568171,NA,0.000629081542460176,NA,0.000377557932581673,NA,0.0112656067448564,0.00475525490198276,0.0163947474415286,NA
"PAX8-AS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16518655930294,NA,1.37954306998537,NA,NA,2.15768131526887,NA,2.36030234265815,2.01443293007828,2.01100355569183,NA,NA,1.44127288499128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00368307774472018,NA,0.000385860188300294,NA,NA,4.74772925771643e-09,NA,4.25926128729697e-10,6.86425757945161e-09,1.16155439678543e-08,NA,NA,2.27489898606355e-06,NA,NA
"USP2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11199547962792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00392283076512762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NR5A2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36016014024878,NA,1.48387420163706,2.23677334153103,2.41803144140215,1.43637010562041,NA,1.47832137144228,1.64212103642652,2.40828402934737,NA,NA,1.77666621801449,1.93406485906046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00355605538893399,NA,0.00120943125607319,1.78416092249325e-07,3.1943734264255e-08,4.23222511893662e-05,NA,3.80965688704873e-05,7.17490382491869e-07,1.39879495071183e-11,NA,NA,1.62171328017106e-07,2.07664968390913e-08,NA
"ZNF48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.15017619339004,NA,-1.08475910407303,NA,NA,NA,NA,-1.53111407563052,-1.2648296064285,NA,NA,NA,NA,-1.94001885371046,-1.07285164544418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00229968775318029,NA,0.00356882152688307,NA,NA,NA,NA,4.15697722564506e-05,3.5935920412047e-05,NA,NA,NA,NA,1.86683562691634e-10,4.83380366951569e-05
"SLC5A4-AS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2871799414517,NA,1.32563651331268,NA,1.13190732308965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00416649011593028,NA,0.0029228901102074,NA,0.00925091442511341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRICKLE2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.46739425538278,NA,-1.01492693998106,NA,NA,-1.34028172025578,NA,-1.24998150412522,NA,-1.47027261505812,NA,NA,1.31575380402938,1.30036360146321,1.22178924010345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00451841293953327,NA,0.043477486990129,NA,NA,0.00260438887455093,NA,0.00718443057849968,NA,0.000585747394688306,NA,NA,0.00146351082114679,0.00213515007118116,0.00717566217934029
"ZNF837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26718810036618,1.41891254052902,NA,1.65291062387859,1.89601148783487,1.02788442985496,1.11509138860744,NA,1.21292650274763,1.64860389694507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00465179991149288,0.000841706471433924,NA,3.97034167659214e-05,3.93061142366007e-06,0.0122953758354021,0.00750042045456495,NA,0.00105384022577205,1.19410932179349e-05,NA,NA,NA,NA,NA
"ACSS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31663032799466,NA,1.319980201355,1.40940899045789,1.11314253564235,NA,NA,NA,NA,NA,NA,NA,NA,1.47195933421233,1.63178001979801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00451400474799863,NA,0.00439970563513916,0.000917187942452212,0.0136363338420797,NA,NA,NA,NA,NA,NA,NA,NA,0.000147519594174157,6.57771386924943e-05
"EPB41L4A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58679411829519,NA,1.32803138427483,NA,1.2278947222492,1.75060748381201,NA,1.7320201786577,NA,NA,NA,-1.48701255719173,2.25052441483702,1.1302865734916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00446883758717143,NA,0.0236754743491464,NA,0.0251932229901569,0.000980935745315023,NA,0.00144680130222064,NA,NA,NA,0.017461389359334,6.6639479593377e-08,0.00893365118316871,NA
"TPRG1LP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.25624506784142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00526861085089494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
