"gene_name","logFC_5Z_1h","logFC_PI_1h","logFC_PD_1h","logFC_PIPD_1h","logFC_PI5Z_1h","logFC_5Z_2h","logFC_PI_2h","logFC_PD_2h","logFC_PIPD_2h","logFC_PI5Z_2h","logFC_5Z_4h","logFC_PI_4h","logFC_PD_4h","logFC_PIPD_4h","logFC_PI5Z_4h","logFC_5Z_8h","logFC_PI_8h","logFC_PD_8h","logFC_PIPD_8h","logFC_PI5Z_8h","logFC_5Z_24h","logFC_PI_24h","logFC_PD_24h","logFC_PIPD_24h","logFC_PI5Z_24h","adj.P.Val_5Z_1h","adj.P.Val_PI_1h","adj.P.Val_PD_1h","adj.P.Val_PIPD_1h","adj.P.Val_PI5Z_1h","adj.P.Val_5Z_2h","adj.P.Val_PI_2h","adj.P.Val_PD_2h","adj.P.Val_PIPD_2h","adj.P.Val_PI5Z_2h","adj.P.Val_5Z_4h","adj.P.Val_PI_4h","adj.P.Val_PD_4h","adj.P.Val_PIPD_4h","adj.P.Val_PI5Z_4h","adj.P.Val_5Z_8h","adj.P.Val_PI_8h","adj.P.Val_PD_8h","adj.P.Val_PIPD_8h","adj.P.Val_PI5Z_8h","adj.P.Val_5Z_24h","adj.P.Val_PI_24h","adj.P.Val_PD_24h","adj.P.Val_PIPD_24h","adj.P.Val_PI5Z_24h"
"SLX1A-SULT1A3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.06850325919778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00485315073033129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COL5A3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00924896407657,NA,NA,NA,NA,NA,NA,NA,NA,1.57943054493545,1.9224094906223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00896490148135877,NA,NA,NA,NA,NA,NA,NA,NA,1.57844092490717e-06,3.52517256638179e-08
"ASDURF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.47159567529213,NA,NA,NA,NA,NA,NA,NA,NA,-2.03959726652956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00893360536899987,NA,NA,NA,NA,NA,NA,NA,NA,0.0297455412338048,NA
"LINC02700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33058667471125,NA,NA,NA,NA,1.76167890814903,NA,NA,NA,1.37172370396305,2.11838988183107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00940495289046107,NA,NA,NA,NA,0.000143458335584167,NA,NA,NA,0.0222540899921304,0.000462463661594217
"CYP4F35P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.10696134786613,1.40473252594369,NA,NA,1.22705059382598,1.66706816121243,NA,NA,1.74496604165622,1.23297748487788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00965187149831811,0.000242536249940065,NA,NA,0.000602082277480035,4.76145114923556e-06,NA,NA,3.31235744109882e-08,9.62015537348044e-05,NA
"KLHL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03967669262328,1.07114627539003,NA,NA,1.46541755804101,1.63395545070466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00981807609880179,0.000563926219127099,NA,NA,4.50266868055694e-07,4.6024180010608e-08,NA,NA,NA,NA,NA
"CCDC18-AS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0674584744625,NA,NA,NA,1.03199892455282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00913870476198205,NA,NA,NA,0.0014558783294082,NA,NA,NA,NA,NA,NA
"PSG8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76210240022251,2.81271261710402,NA,3.29276361414933,3.91285397636568,3.56865349390446,NA,2.68172229839326,4.94245420592617,5.78058130818958,4.64520886708494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00897077768623921,0.00525405006342783,NA,0.000959390688990866,2.02345816744431e-05,0.00012276552803221,NA,0.0145667142229318,7.85049416138292e-07,1.17794261261247e-08,6.04294824316273e-06
"SPEF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04909299424116,NA,NA,NA,NA,NA,-1.24289755849433,NA,NA,NA,-2.02637439951621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0120710333518571,NA,NA,NA,NA,NA,0.0467228724785044,NA,NA,NA,0.00196701004180175
"PCDHB16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11067960884565,NA,NA,NA,1.07131260370434,NA,NA,NA,1.42350649315457,1.05748694972646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0129609164258081,NA,NA,NA,0.00297789518800472,NA,NA,NA,0.000123553925780375,0.00622884882150591,NA
"VWA5A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23359006593331,1.38431860733409,2.23699195738975,1.89412564843192,2.63764667840311,2.59148203535816,NA,NA,2.15716197434406,2.56939574441161,1.75502052977689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0145018633776696,0.00746276959545767,9.11264060164384e-06,0.000201204226728135,2.35042767266226e-08,6.37507998143637e-08,NA,NA,1.25934690620183e-07,8.16896296824785e-10,4.59325975552918e-05
"MSS51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03153233037606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0156128452380521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUOX2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03035315795052,1.43989808971804,1.44593589111103,NA,2.08351955320809,2.08467778693068,NA,NA,3.04652621843427,1.96067132367743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0187378189557557,5.9253220162907e-05,8.7918924840603e-05,NA,1.63473564136482e-09,2.61819075043598e-09,NA,NA,1.37018886599338e-22,9.33868211070872e-14,NA
"ITGB8-AS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17252866892525,NA,NA,NA,NA,1.21117786007026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0196748189225595,NA,NA,NA,NA,0.00390078251096633,NA,NA,NA,NA,NA
"CD101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.13054431732883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0200483120251859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GPSM1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.07372389304064,NA,NA,NA,NA,NA,-1.16678401506998,-1.11372380823521,-1.35936824981022,-1.18352580291082,-1.15770123194925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0206401223478789,NA,NA,NA,NA,NA,2.38844105958317e-05,1.67081393759045e-05,7.49103845947526e-08,2.54215106915417e-06,2.10408412888075e-05
"KCNK15-AS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6157966402155,1.39791712926474,NA,NA,1.10033842472008,1.70245090759164,NA,NA,1.66684250509181,1.34317400091814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0260189582929665,0.0182933791008182,NA,NA,0.0498053765434854,0.00172540980799739,NA,NA,0.00026229787248826,0.0040884181848094,NA
"MAN1C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01335946409639,1.72011571818949,NA,1.71934460943374,1.22444357739282,1.45228437350822,NA,NA,1.59932701329498,1.73466542763376,1.25954243161217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0245431879462129,4.93089993605831e-06,NA,8.11966171070978e-06,0.00055491248919612,5.5434278775478e-05,NA,NA,8.56639343459943e-06,2.0969614161523e-06,0.00133024673964986
"CEBPB-AS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27641905131428,NA,NA,NA,NA,NA,NA,-1.37704845320259,NA,-2.17987528272862,-1.71560919587836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0263799318469521,NA,NA,NA,NA,NA,NA,0.000516119530517291,NA,1.36351249579957e-06,9.75082794910468e-05
"SIRT4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03198507941556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0293987898183097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NR4A3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.01132087967785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0316260498653043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VSIG2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05741869870176,NA,NA,NA,NA,NA,NA,NA,2.75540505471853,2.22511308095978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0324268799751799,NA,NA,NA,NA,NA,NA,NA,5.60048254388464e-14,2.27216655568186e-10,NA
"RIBC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00872312188267,NA,NA,NA,NA,1.18089508774989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0316246036448348,NA,NA,NA,NA,0.0068829020659563,NA,NA,NA,NA,NA
"RPL7P32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.17978862473161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0349755951970062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CBS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.47973917870925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0369587052175281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RLN2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01046470388326,NA,1.02340116752021,NA,1.00971905360217,NA,-1.09711602216609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0377538520260295,NA,0.0154777240113916,NA,0.00698430187248867,NA,0.0305992603459943,NA,NA,NA,NA
"SH3GL1P1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08261657321307,NA,NA,NA,1.49234643502667,1.53710771156923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0365525049642465,NA,NA,NA,0.00376948051284126,0.0035180205531094,NA,NA,NA,NA,NA
"LINC02870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05396104660973,NA,1.32148908511023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038382688460299,NA,0.00420595924313712,NA,NA,NA,NA,NA,NA,NA,NA
"GSTM5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.01038370154067,NA,-2.77104848844741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0378464661275328,NA,0.00535822147983475,NA,NA,NA,NA,NA,NA,NA,NA
"TRIM61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.54443026420411,NA,NA,NA,NA,NA,NA,NA,-1.32957543328074,-1.61138596789946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0401472520966396,NA,NA,NA,NA,NA,NA,NA,0.00919882958203054,0.00395892506915522,NA
"CCT6B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23953696888322,NA,NA,NA,1.85248874923479,1.64280253736847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0403346896970324,NA,NA,NA,0.000707975615831832,0.00367101290226449,NA,NA,NA,NA,NA
"AGAP10P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53480847753232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0424607505603284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CFAP70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1816816188374,1.32441957751951,NA,NA,NA,1.09381114566183,-1.50465268128921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0431955615350174,0.00654784427119439,NA,NA,NA,0.0194393710090168,0.00698517897063095,NA,NA,NA,NA
"LINC01341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09733242668301,NA,NA,NA,NA,1.5242894478172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0438847016794648,NA,NA,NA,NA,0.000270746567209284,NA,NA,NA,NA,NA
"PCDHGA6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02028204117919,1.35684430198218,NA,1.13834630599016,1.20821495439491,1.10110028111893,NA,-1.03430115943841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0422005809405718,0.000873470543077295,NA,0.00821864237279279,0.00150709851069141,0.00507346987612137,NA,0.0163562429050396,NA,NA,NA
"DEPTOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.70988367363227,NA,NA,NA,NA,NA,NA,-1.62913778389137,NA,-2.5262218701173,-1.74668254913155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0465351020816101,NA,NA,NA,NA,NA,NA,0.000736906562927719,NA,5.99347423122083e-06,0.000687597432060556
"SHD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.02184515768502,NA,NA,NA,NA,NA,NA,NA,NA,1.32479818229525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0492111475285876,NA,NA,NA,NA,NA,NA,NA,NA,0.00120323264375682,NA
"CAV1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18717403151279,2.29454300461543,NA,2.23162134990947,1.79985501430963,2.14958758916671,NA,1.98810852260787,3.48121597968232,3.63139575185574,2.73624613125965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0470298578754226,3.22764024056631e-05,NA,7.42505351774932e-05,0.000551841182264528,4.88429189282827e-05,NA,0.0216160161493089,6.21087488935544e-06,2.70980839739856e-06,0.000831299492348319
"TINAGL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.37175622593719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39203851695327e-18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPT1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.21486302211522,NA,NA,NA,-1.69428016191843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.81783112834698e-18,NA,NA,NA,1.15624018160313e-24,NA,NA,NA,NA,NA
"OSBPL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.15908944969834,NA,-1.41042003602601,-1.03920597504356,-1.21447834045713,NA,NA,-1.26849306162773,-1.04304441124765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.53829996230721e-17,NA,1.0652694379592e-19,1.83297370793832e-16,1.10326586200822e-18,NA,NA,2.92892222484931e-20,7.62682997051882e-17,NA
"MFSD12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.00779529266547,NA,NA,NA,-1.16043306541283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5660748494425e-16,NA,NA,NA,1.23874971439167e-19,NA,NA,NA,NA,NA
"MICAL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.23234035285125,NA,-1.08639685102851,-1.10911451396196,-1.53106782426442,NA,NA,-1.30663025335553,-1.34228770546363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55590821915825e-16,NA,3.16938555989731e-14,1.19187361856577e-15,8.71308080321388e-21,NA,NA,7.67112036598933e-19,1.35774668371797e-19,NA
"MGAT3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5169848688312,NA,1.64575191396171,1.76657801076399,1.96078840451771,NA,NA,2.11359649016942,2.10954493541985,1.32947608383874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.24303711598438e-16,NA,1.25896250678834e-17,3.89078596766134e-20,7.50784651179722e-22,NA,NA,3.5842166581164e-24,2.29026216863785e-24,2.11824525633441e-14
"PLXNA2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.15300614740364,NA,NA,NA,-1.2952180013535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36930709654301e-15,NA,NA,NA,2.65963658565075e-18,NA,NA,NA,NA,NA
"PFKP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.30821677500898,NA,NA,NA,-1.2184120987033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7135659253868e-15,NA,NA,NA,3.12788492195429e-15,NA,NA,NA,NA,NA
"DDX21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.25687741452396,NA,-1.10795373987971,-1.49006906793557,-1.52514637229509,NA,NA,-1.28148513705396,-1.77647816097346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06188604514108e-14,NA,9.5442701956414e-13,1.5360642856681e-18,9.57579520617092e-19,NA,NA,4.0721160706776e-16,2.54068279184504e-22,NA
"SPTLC3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42613399486524,NA,2.00118173239919,NA,1.21346972507366,1.41235448514025,1.14746854542443,3.75059271149601,2.07129233885784,1.30400247614007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.59736075517068e-14,NA,9.55856512517039e-11,NA,1.25695973476392e-05,1.71068600243641e-05,0.000246646761213074,3.30028744222627e-22,3.52669087714646e-11,3.45726343474759e-05
"RRP12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.18204438918184,NA,-1.06879154838137,-1.65958356693255,-1.49787412342171,NA,-1.44192087826521,-1.51886701236581,-2.25309256384702,-1.5804340589302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73362567913204e-13,NA,8.20280530274082e-12,7.150205866502e-20,8.0519594465195e-18,NA,1.52341805347424e-17,8.01494277176026e-20,1.50325678963206e-25,9.64894254435972e-19
"MYBBP1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.02982520565038,NA,NA,-1.67365900684036,-1.51101503357112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.49883287495509e-13,NA,NA,8.82854415008503e-22,1.08212068283067e-19,NA,NA,NA,NA,NA
"CD24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1148050785278,NA,NA,NA,-1.32230454446259,NA,NA,NA,1.22300774808922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.20081217396002e-13,NA,NA,NA,1.96103162429698e-16,NA,NA,NA,1.53358050985276e-15,NA
"SYNE1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08907467235346,NA,NA,NA,NA,NA,NA,1.06276254335044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52155288948178e-12,NA,NA,NA,NA,NA,NA,2.05924751294147e-13,NA,NA
"DTL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.43377576443041,NA,-1.96620977590092,-2.01464022682749,-1.67351752142164,NA,NA,NA,NA,1.08513969380222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.40368871400125e-12,NA,6.1074631296906e-15,4.91950480261435e-18,5.08019254370346e-15,NA,NA,NA,NA,1.19878456303799e-11
"PSMC3IP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.25992066384487,NA,-1.31578848160119,-1.79762806436183,-1.81046508599532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.70166686818607e-12,NA,9.01612952176297e-12,4.90195710362012e-18,3.64891604967571e-17,NA,NA,NA,NA,NA
"PAQR4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.03641926188095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.56967962917509e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAB39L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56932827076251,NA,1.56830143676832,NA,1.08282207014941,NA,NA,2.08568734394726,1.81119682820315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.11381111485743e-12,NA,1.84213573502513e-11,NA,1.99855411245022e-07,NA,NA,7.60567175949407e-19,4.67517271266252e-16,NA
"TJP3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07493450065015,1.11689564241404,1.14790488704042,1.70578027764947,1.47886028782706,NA,NA,1.60585413967666,1.48695861070614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23143707939323e-11,8.51127197601584e-12,2.07934576289594e-12,1.91384844560638e-20,1.062985631861e-17,NA,NA,1.02615094562746e-19,2.21884099172937e-18,NA
"PIGW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14412823392879,NA,-1.19768535828116,-1.85223974888784,-1.72304095155239,NA,NA,NA,-1.14828752962243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14976656141293e-11,NA,3.60036604118029e-11,8.53494840699889e-19,3.65955118299892e-17,NA,NA,NA,8.89387783510191e-12,NA
"MYO1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.34910161186964,NA,-1.49069392709032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.60097054966469e-11,NA,5.14976291832792e-12,NA,NA,NA,NA,NA,NA,NA
"ZNF367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.30847608929005,NA,-1.54133786367178,-1.41135133884274,-1.40054276023402,NA,NA,NA,NA,1.29296132722712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.33887747716619e-11,NA,8.78414792536021e-12,1.82684224742157e-13,1.53048438409396e-12,NA,NA,NA,NA,5.98768864701087e-15
"UHRF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.22954037365543,NA,-1.27084098566725,-1.72860524770575,-1.92278896328886,NA,NA,NA,NA,1.29593389738172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.33729561121223e-11,NA,3.39490121247619e-11,6.70607422762308e-17,4.24700171866024e-18,NA,NA,NA,NA,1.54204817191492e-12
"TPK1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29681827502253,NA,1.401200317986,NA,NA,NA,NA,1.97857647072863,1.91049312847107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.84920956130353e-11,NA,8.22410158428929e-12,NA,NA,NA,NA,4.65183065368109e-20,3.02798599171282e-19,NA
"PUM3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.01381283275603,NA,NA,-1.41094356476235,-1.4471624976858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.13381739360879e-11,NA,NA,1.62379443766295e-16,2.61007799241225e-16,NA,NA,NA,NA,NA
"ATAD3B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.06522827943112,NA,NA,-1.65238212488515,-1.63709454889742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81736889611388e-10,NA,NA,1.00430291565347e-17,3.54723149850118e-17,NA,NA,NA,NA,NA
"ZC3H12C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.05365436268129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31719131787738e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
