"gene_name","Condition","Drug","Time","logFC","adj.P.Val"
"GEMIN5","PI5Z_8h","PI5Z","8h",-1.0561441633145,2.25645267446832e-17
"GHET1","PI5Z_8h","PI5Z","8h",1.09379382703858,0.000352131709439673
"GINS2","PI5Z_8h","PI5Z","8h",-1.11631265840356,1.30361467594167e-10
"GINS2","PI5Z_24h","PI5Z","24h",1.24343862425626,1.01639348172615e-12
"GINS3","PI5Z_8h","PI5Z","8h",-1.07647145425533,1.03641726434686e-12
"GIPR","PI5Z_8h","PI5Z","8h",1.06693823353916,1.76642620362532e-06
"GLB1L","PI5Z_8h","PI5Z","8h",1.02577301130969,1.63415689175937e-08
"GLCCI1","PI5Z_4h","PI5Z","4h",1.10706609886177,1.92424491974671e-16
"GMDS-DT","PI5Z_8h","PI5Z","8h",1.068020021584,3.11982044254117e-07
"GMPPB","PI5Z_8h","PI5Z","8h",-1.09472832395575,8.19600936228637e-10
"GNAZ","PI5Z_24h","PI5Z","24h",1.40608299810626,4.91692012691354e-08
"GNB1L","PI5Z_4h","PI5Z","4h",-1.12977781733589,4.09010513621981e-09
"GNG7","PI5Z_8h","PI5Z","8h",1.72288576058857,0.00156933276512968
"GNL3","PI5Z_8h","PI5Z","8h",-1.17535769697748,2.06713900363514e-19
"GOLGA2P7","PI5Z_24h","PI5Z","24h",-1.01764538540433,9.98768347816044e-14
"GOLPH3-DT","PI5Z_4h","PI5Z","4h",1.07518999373458,0.00606180380036786
"GOLPH3L","PI5Z_4h","PI5Z","4h",1.23033990115096,2.65974897586696e-20
"GOT1","PI5Z_24h","PI5Z","24h",-1.1097041750565,2.81257269154562e-15
"GPC2","PI5Z_8h","PI5Z","8h",-1.07219147019517,0.00138530663647564
"GPR1","PI5Z_24h","PI5Z","24h",-1.0793576198485,2.66378298187479e-09
"GPR143","PI5Z_8h","PI5Z","8h",-1.17801141360502,0.00534358964124968
"GPR161","PI5Z_24h","PI5Z","24h",1.02310016129027,8.28541396121504e-14
"GPR87","PI5Z_24h","PI5Z","24h",-1.54412474027401,0.00136350308205762
"GPRC5D-AS1","PI5Z_8h","PI5Z","8h",1.22493521772279,7.47351871670123e-06
"GPT","PI5Z_4h","PI5Z","4h",-1.54723395098306,0.0133082463595197
"GPX5","PI5Z_4h","PI5Z","4h",-1.00455983515489,0.0172890874371495
"GPX5","PI5Z_8h","PI5Z","8h",-1.39790711741134,0.00222300454211272
"GPX5","PI5Z_24h","PI5Z","24h",-2.53895243985167,9.79453008177792e-05
"GRAMD1C","PI5Z_8h","PI5Z","8h",1.40468537950516,1.92311901688665e-07
"GRIN2C","PI5Z_8h","PI5Z","8h",1.14019424721285,0.000154716971343482
"GRPEL1","PI5Z_8h","PI5Z","8h",-1.02490101077469,2.26116490349601e-15
"GRPEL2","PI5Z_24h","PI5Z","24h",-1.04662267473497,2.23966498935216e-05
"GRWD1","PI5Z_8h","PI5Z","8h",-1.06091897045616,7.36213977502322e-17
"GTF2H2","PI5Z_24h","PI5Z","24h",-1.0614246346689,1.88097891368184e-06
"GTF2IP1","PI5Z_4h","PI5Z","4h",1.3120487183463,1.94172185121298e-06
"GTF2IP1","PI5Z_24h","PI5Z","24h",1.31517262216384,1.22046548276595e-06
"GTF2IP4","PI5Z_8h","PI5Z","8h",1.0916278016357,1.13102762093262e-10
"GTF2IP4","PI5Z_24h","PI5Z","24h",1.02469222688301,1.38614513937613e-08
"GTF2IRD2","PI5Z_8h","PI5Z","8h",1.36644724290679,0.000122011613075943
"GTPBP4","PI5Z_8h","PI5Z","8h",-1.2745966200536,1.08316654268945e-20
"H1-0","PI5Z_24h","PI5Z","24h",-1.88419111857781,7.70639873351127e-16
"H6PD","PI5Z_8h","PI5Z","8h",1.06086703468887,1.55618791601689e-13
"HAX1","PI5Z_24h","PI5Z","24h",-1.613104636708,2.39310457251828e-12
"HCG11","PI5Z_4h","PI5Z","4h",1.02012389957632,1.16886627752681e-09
"HCN3","PI5Z_24h","PI5Z","24h",1.10634601989967,1.03508789223685e-09
"HEATR3","PI5Z_8h","PI5Z","8h",-1.03380176197814,1.40800679464492e-16
"HELLS","PI5Z_24h","PI5Z","24h",1.0596724969805,4.05720045955057e-10
"HEPH","PI5Z_24h","PI5Z","24h",1.64285207724899,8.63181905979384e-08
"HES7","PI5Z_8h","PI5Z","8h",1.64527436867027,0.000890050051358155
"HFE","PI5Z_8h","PI5Z","8h",1.01748858404869,4.94158218337922e-10
"HGH1","PI5Z_8h","PI5Z","8h",-1.1340868165495,3.91539974038361e-14
"HHLA2","PI5Z_8h","PI5Z","8h",1.29847696416744,3.32238582481711e-08
"HLA-DMA","PI5Z_8h","PI5Z","8h",1.12248137775517,4.68974579693833e-06
"HLA-DMA","PI5Z_24h","PI5Z","24h",1.17366201162027,1.1087707952437e-06
"HMGA2","PI5Z_4h","PI5Z","4h",-1.02018931982766,2.14717986948737e-12
"HMGB2","PI5Z_4h","PI5Z","4h",1.00869566634429,1.05756806689521e-09
"HMGCL","PI5Z_8h","PI5Z","8h",1.30670912238893,2.51401814714064e-14
"HNF1B","PI5Z_4h","PI5Z","4h",1.14799629979713,1.10724248419172e-13
"HNRNPAB","PI5Z_8h","PI5Z","8h",-1.33776293446446,1.03611768045425e-18
"HNRNPCP6","PI5Z_8h","PI5Z","8h",-1.42946513864874,0.0369633085486345
"HOMER1","PI5Z_8h","PI5Z","8h",-1.23662513735563,9.53756368112965e-18
"HOXB7","PI5Z_4h","PI5Z","4h",-1.17816785405021,0.0110463911529774
"HOXB7","PI5Z_8h","PI5Z","8h",-1.055516798105,0.0147250652513958
"HOXB9","PI5Z_4h","PI5Z","4h",-1.18638629811211,0.000255760775944724
"HOXB9","PI5Z_8h","PI5Z","8h",-1.52219860068972,1.46217528119535e-07
"HOXB9","PI5Z_24h","PI5Z","24h",-1.58004316108219,5.47647696031823e-10
"HPDL","PI5Z_24h","PI5Z","24h",1.42566390124948,1.59889093937934e-11
"HPSE","PI5Z_24h","PI5Z","24h",1.22528116947919,1.90713465517428e-10
"HS1BP3","PI5Z_8h","PI5Z","8h",1.11217125263033,1.14762671553069e-14
"HSD17B14","PI5Z_24h","PI5Z","24h",1.70105097795889,0.0013666021510143
"HSD3B1","PI5Z_24h","PI5Z","24h",2.76747975736644,0.0265660216688852
"HSP90AA1","PI5Z_24h","PI5Z","24h",1.02783495765745,1.53365144993882e-10
"HSPA1A","PI5Z_24h","PI5Z","24h",1.12701009800904,0.00937315846915763
"HSPA1B","PI5Z_24h","PI5Z","24h",1.5097720911852,4.79495987264418e-05
"HSPE1P3","PI5Z_8h","PI5Z","8h",-1.16197606712016,6.03249938942998e-05
"HSPE1P3","PI5Z_24h","PI5Z","24h",1.13689941528771,0.0019443422370392
"ID2-AS1","PI5Z_8h","PI5Z","8h",1.06776616151066,0.000141016881007259
"IDH2","PI5Z_24h","PI5Z","24h",1.2542072647343,2.34374461799791e-14
"IFRD2","PI5Z_8h","PI5Z","8h",-1.13533024244942,7.43291778496208e-18
"IFT140","PI5Z_8h","PI5Z","8h",1.10985345718397,7.40026569982525e-11
"IGF2BP3","PI5Z_24h","PI5Z","24h",-1.04753621557388,6.85353693453808e-08
"IGFBP4","PI5Z_8h","PI5Z","8h",-1.2665278800071,7.57358130285049e-15
"IGIP","PI5Z_8h","PI5Z","8h",1.01979589924481,7.89378725758512e-07
"IL15","PI5Z_4h","PI5Z","4h",1.27799270740887,0.000302760011534308
"IL15","PI5Z_24h","PI5Z","24h",1.18625927948129,8.7343492430018e-05
"IL17RC","PI5Z_8h","PI5Z","8h",1.21896508214112,5.62336845231586e-09
"INTS6","PI5Z_24h","PI5Z","24h",-1.2059974158274,2.76827375766772e-16
"INTS6-AS1","PI5Z_8h","PI5Z","8h",1.41161109866396,5.94810370662971e-07
"INTS6-AS1","PI5Z_24h","PI5Z","24h",-1.08932017794306,0.000423556954741415
"IPO4","PI5Z_8h","PI5Z","8h",-1.13678744986986,1.6618886339668e-17
"IQCD","PI5Z_8h","PI5Z","8h",1.50767783354992,0.000105226435984267
"IQCJ-SCHIP1","PI5Z_4h","PI5Z","4h",-1.69405856704696,0.00203183555725608
"IQCJ-SCHIP1","PI5Z_8h","PI5Z","8h",-1.50852983914709,0.00283097520936075
"IRF1-AS1","PI5Z_4h","PI5Z","4h",1.08143822185579,0.00419443976301527
"IRF1-AS1","PI5Z_8h","PI5Z","8h",1.41405391030608,1.52291508239412e-05
"IRF1-AS1","PI5Z_24h","PI5Z","24h",1.01516683205871,0.00116115122225462
"ITGB8-AS1","PI5Z_4h","PI5Z","4h",1.17252866892525,0.0196748189225595
"ITGB8-AS1","PI5Z_8h","PI5Z","8h",1.21117786007026,0.00390078251096633
"JMJD6","PI5Z_4h","PI5Z","4h",-1.37246254234975,3.68636080264252e-08
"JSRP1","PI5Z_8h","PI5Z","8h",1.04256139546781,0.0166455996440039
"JUNB","PI5Z_2h","PI5Z","2h",-1.00593108477695,3.67745321825015e-06
"KBTBD3","PI5Z_4h","PI5Z","4h",1.01577314092682,0.00408554523327582
"KCNC3","PI5Z_8h","PI5Z","8h",1.2251158457546,5.35709721255191e-07
"KCNH3","PI5Z_24h","PI5Z","24h",1.21301128422492,8.11208910059622e-05
"KCTD15","PI5Z_4h","PI5Z","4h",-1.05482621427487,3.53834556998094e-16
"KCTD7","PI5Z_24h","PI5Z","24h",1.09599859046881,1.04548458806356e-08
"KDM4A","PI5Z_24h","PI5Z","24h",-1.02960352321761,3.693005960868e-13
"KDM4D","PI5Z_2h","PI5Z","2h",1.00121703379499,0.0167646701454434
"KDM4D","PI5Z_4h","PI5Z","4h",1.05401786653361,0.00399086399847585
"KHK","PI5Z_24h","PI5Z","24h",1.02412305254237,3.4273085045856e-12
"KIAA0319","PI5Z_24h","PI5Z","24h",1.43456036360639,2.79115286517165e-07
"KLC4","PI5Z_4h","PI5Z","4h",1.00272169448089,3.49616683464814e-09
"KLC4","PI5Z_8h","PI5Z","8h",1.15886958815005,9.46650666204205e-14
"KLHL22","PI5Z_24h","PI5Z","24h",1.08053884460011,6.48379258321983e-12
"KLHL23","PI5Z_24h","PI5Z","24h",1.02500248289283,6.01229677467363e-16
"KLHL25","PI5Z_24h","PI5Z","24h",1.00769311367049,5.16925409319511e-07
"KLHL31","PI5Z_4h","PI5Z","4h",1.09134350312267,0.0049276625978817
"KLLN","PI5Z_4h","PI5Z","4h",1.05354898930069,0.000588638183146423
"KLLN","PI5Z_8h","PI5Z","8h",1.12664224587188,0.000375498176645477
"KRT23","PI5Z_24h","PI5Z","24h",-1.16365549672828,0.00026545695872279
"KRT86","PI5Z_8h","PI5Z","8h",-1.09571642119438,0.040551286923144
"KRT86","PI5Z_24h","PI5Z","24h",-1.17043369158727,0.00964428807422737
"LAD1","PI5Z_4h","PI5Z","4h",-1.02156663545405,1.29402593979381e-14
"LAD1","PI5Z_8h","PI5Z","8h",-1.17381983667388,3.82529434014819e-17
"LBX2","PI5Z_4h","PI5Z","4h",1.00789895643077,3.25324164109605e-05
"LBX2-AS1","PI5Z_4h","PI5Z","4h",1.25724811600587,3.53456999042963e-13
"LBX2-AS1","PI5Z_8h","PI5Z","8h",1.02084380905792,7.93961126727101e-12
"LCA5","PI5Z_4h","PI5Z","4h",1.0749943356628,0.000126031565825502
"LCA5","PI5Z_24h","PI5Z","24h",-1.71857179744889,9.17796086329767e-11
"LCAT","PI5Z_4h","PI5Z","4h",-1.06150640559086,6.04496907676413e-07
"LCN12","PI5Z_24h","PI5Z","24h",1.41578626298632,7.44596602475228e-06
"LDLRAD2","PI5Z_24h","PI5Z","24h",1.07643356142017,0.0413239255541478
"LENG1","PI5Z_24h","PI5Z","24h",-1.1795459162231,6.90253712802702e-10
"LENG8-AS1","PI5Z_4h","PI5Z","4h",1.07934607438633,0.000660321297539619
"LEPR","PI5Z_8h","PI5Z","8h",1.25028628384058,2.45404528787123e-10
"LGR4","PI5Z_4h","PI5Z","4h",1.15702615045155,5.30195512934352e-19
"LINC00106","PI5Z_24h","PI5Z","24h",1.01612265615809,0.0143513360800678
"LINC00299","PI5Z_24h","PI5Z","24h",1.96916048247257,0.00876776369943104
"LINC00649","PI5Z_8h","PI5Z","8h",1.33833030830191,1.23744797602963e-15
"LINC00664","PI5Z_4h","PI5Z","4h",1.02807159807587,0.019868876076847
"LINC00672","PI5Z_8h","PI5Z","8h",1.35365359357203,0.00312045411199097
"LINC00839","PI5Z_4h","PI5Z","4h",-1.16330090597224,0.000703970994520168
"LINC00847","PI5Z_2h","PI5Z","2h",1.06275167996132,6.27070767331397e-07
"LINC00847","PI5Z_4h","PI5Z","4h",1.25014342256095,5.72505128785599e-11
"LINC00847","PI5Z_8h","PI5Z","8h",1.10498199039439,5.00152498365693e-11
"LINC00957","PI5Z_8h","PI5Z","8h",1.18328771145208,0.00200520770173846
"LINC01011","PI5Z_4h","PI5Z","4h",1.15521891556107,0.000288855570775299
"LINC01089","PI5Z_4h","PI5Z","4h",1.05984229965636,1.40028487844488e-07
"LINC01133","PI5Z_24h","PI5Z","24h",-1.02716812121281,4.33555022468813e-07
"LINC01134","PI5Z_4h","PI5Z","4h",1.63881575731578,0.00254458221028999
"LINC01134","PI5Z_8h","PI5Z","8h",1.4435957354296,0.00115821609776216
"LINC01239","PI5Z_8h","PI5Z","8h",1.48280612798555,0.0105891226402565
"LINC01239","PI5Z_24h","PI5Z","24h",-1.45197320427041,0.00646325478950027
"LINC01252","PI5Z_2h","PI5Z","2h",1.42490739369465,0.037546090804093
"LINC01252","PI5Z_24h","PI5Z","24h",-1.22394303827491,0.0100301270029022
"LINC01341","PI5Z_4h","PI5Z","4h",1.09733242668301,0.0438847016794648
"LINC01341","PI5Z_8h","PI5Z","8h",1.5242894478172,0.000270746567209284
"LINC01342","PI5Z_4h","PI5Z","4h",2.42995721964333,0.00134893296029961
"LINC01342","PI5Z_8h","PI5Z","8h",1.87139766590883,0.000269089660203906
"LINC01348","PI5Z_8h","PI5Z","8h",1.36055554837725,0.0193275667153737
"LINC01441","PI5Z_24h","PI5Z","24h",2.05263224125097,0.00355638789984521
"LINC01445","PI5Z_4h","PI5Z","4h",-1.31382303315237,0.00822119309499052
"LINC01480","PI5Z_24h","PI5Z","24h",-1.57881584387334,0.000966841585338183
"LINC01801","PI5Z_24h","PI5Z","24h",1.78228064572172,0.000911137936117207
"LINC01836","PI5Z_8h","PI5Z","8h",1.05339350591916,1.39277902331859e-08
"LINC01873","PI5Z_24h","PI5Z","24h",-1.07744207276313,0.000100299418745621
"LINC01977","PI5Z_24h","PI5Z","24h",1.23753557583892,0.00340361216634242
"LINC02035","PI5Z_4h","PI5Z","4h",1.23527460199068,1.98066986856725e-07
"LINC02035","PI5Z_8h","PI5Z","8h",1.58032357694927,1.18882165036631e-10
"LINC02062","PI5Z_24h","PI5Z","24h",-2.4719625901273,0.012529152708623
"LINC02365","PI5Z_8h","PI5Z","8h",1.43521939772854,2.41948951934557e-06
"LINC02432","PI5Z_24h","PI5Z","24h",-1.14278692843023,0.0160269955672005
"LINC02474","PI5Z_8h","PI5Z","8h",1.03515591099296,0.00206468878134244
"LINC02542","PI5Z_24h","PI5Z","24h",1.1771831635915,0.0270078439297508
"LINC02552","PI5Z_24h","PI5Z","24h",-1.62425927482674,0.0013699807540087
"LINC02564","PI5Z_4h","PI5Z","4h",1.02525163079936,0.0395340610488837
"LINC02604","PI5Z_8h","PI5Z","8h",1.13549945458816,9.66223968312897e-07
"LINC02604","PI5Z_24h","PI5Z","24h",-1.07039812273552,4.63904964486341e-06
"LINC02614","PI5Z_4h","PI5Z","4h",1.03069103559946,0.0210493195117464
"LINC02700","PI5Z_4h","PI5Z","4h",1.33058667471125,0.00940495289046107
"LINC02700","PI5Z_8h","PI5Z","8h",1.76167890814903,0.000143458335584167
"LINC02700","PI5Z_24h","PI5Z","24h",2.11838988183107,0.000462463661594217
"LINC02777","PI5Z_8h","PI5Z","8h",2.31951350997302,3.3858006563799e-05
"LNCTAM34A","PI5Z_8h","PI5Z","8h",1.1138810563424,0.000137450095758128
"LOXL3","PI5Z_4h","PI5Z","4h",-1.01194846914021,1.58059135837154e-09
"LOXL3","PI5Z_8h","PI5Z","8h",-1.07509819726888,1.79178571865252e-10
"LPAR5","PI5Z_8h","PI5Z","8h",1.17618380308002,3.14063576117622e-12
"LPCAT1","PI5Z_24h","PI5Z","24h",1.2549328399149,3.03623099872578e-19
"LPXN","PI5Z_8h","PI5Z","8h",1.07364737262019,0.00504403023454929
"LRATD2","PI5Z_24h","PI5Z","24h",-1.1481492485113,5.46171052658377e-06
"LRP3","PI5Z_24h","PI5Z","24h",1.23515714197548,4.54801813239959e-15
"LRP4","PI5Z_24h","PI5Z","24h",1.10265495418031,1.39270745174771e-07
"LRRC26","PI5Z_24h","PI5Z","24h",1.74865224448405,1.13412368153347e-08
"LRRC3","PI5Z_24h","PI5Z","24h",1.23719552006819,6.47598902912458e-12
"LRRC37A11P","PI5Z_8h","PI5Z","8h",1.07340295492931,0.00265236585872755
"LRRC37B","PI5Z_4h","PI5Z","4h",1.20087158219109,2.70352023831496e-11
"LRRC45","PI5Z_24h","PI5Z","24h",1.30308738601462,8.18362351394501e-15
"LRRC59","PI5Z_8h","PI5Z","8h",-1.10019320162822,1.09029611644435e-23
"LRRC75B","PI5Z_8h","PI5Z","8h",1.04496403093047,1.20795682148e-07
"LRRC8B","PI5Z_4h","PI5Z","4h",-1.09474374138418,8.38321145902867e-15
"LRRC8B","PI5Z_8h","PI5Z","8h",-1.25213740098015,8.35918787849883e-17
"LRRN4","PI5Z_8h","PI5Z","8h",-1.63744621957577,0.00431004594412205
"LTB4R","PI5Z_24h","PI5Z","24h",-1.00490620147032,9.62712794245911e-07
"LTV1","PI5Z_4h","PI5Z","4h",-1.01952293972329,5.73434706337265e-13
"LTV1","PI5Z_8h","PI5Z","8h",-1.3675824127438,2.88751125900074e-17
"LYPD6B","PI5Z_24h","PI5Z","24h",-1.21297513771029,2.19943993426332e-12
"LZTS1","PI5Z_8h","PI5Z","8h",-1.28002195562985,0.00302495199791037
"LZTS1","PI5Z_24h","PI5Z","24h",1.25237654994775,0.0041705835213513
"MAFIP","PI5Z_8h","PI5Z","8h",3.00803771394317,0.0238525079688005
"MAK16","PI5Z_8h","PI5Z","8h",-1.07132945880211,5.84779973731661e-14
"MALT1","PI5Z_8h","PI5Z","8h",-1.20677735479989,8.15804868603704e-19
"MAMSTR","PI5Z_24h","PI5Z","24h",-1.18316204067856,8.13000186355877e-05
"MANEAL","PI5Z_24h","PI5Z","24h",1.32043108613328,5.41305211716928e-17
"MANF","PI5Z_24h","PI5Z","24h",1.26268324058565,2.65295747412178e-08
"MAP3K14-AS1","PI5Z_8h","PI5Z","8h",1.17810672906435,0.000108231767781977
"MAP3K5","PI5Z_8h","PI5Z","8h",-1.07328815121812,1.41804837501977e-09
"MAP3K6","PI5Z_24h","PI5Z","24h",1.28012326599343,4.01691149833332e-14
"MAP3K7CL","PI5Z_8h","PI5Z","8h",1.13022671545288,0.000197582992704854
"MARCHF3","PI_8h","PI","8h",1.01630096322873,3.39506280057513e-05
"MARCHF3","PI5Z_8h","PI5Z","8h",-1.16572167340608,0.00014343315344074
"MATN2","PI5Z_24h","PI5Z","24h",1.29174667888228,0.0223240625791594
"MBOAT1","PI5Z_24h","PI5Z","24h",1.07807372654833,9.23222116838137e-11
"MCM2","PI5Z_24h","PI5Z","24h",1.3222836266083,7.81199805756058e-13
"MCM3","PI5Z_24h","PI5Z","24h",1.03580560794899,8.96892252226147e-16
"MCM5","PI5Z_24h","PI5Z","24h",1.45827219966689,2.0102523425044e-15
"MCM6","PI5Z_8h","PI5Z","8h",-1.52993481475927,6.1461865838451e-13
"MCM6","PI5Z_24h","PI5Z","24h",1.70133152338185,1.87889111108091e-15
"MCM7","PI5Z_24h","PI5Z","24h",1.27320020910142,1.20520398948109e-14
"MDFI","PI5Z_4h","PI5Z","4h",-1.03841683456901,1.26665437319199e-14
"MED15P9","PI5Z_4h","PI5Z","4h",1.25565647842501,0.00330073575866437
"MED15P9","PI5Z_8h","PI5Z","8h",1.10514617649948,0.00222849446792447
"MEX3B","PI5Z_24h","PI5Z","24h",1.17153984147469,8.08338646178101e-05
"MFSD4A","PI5Z_4h","PI5Z","4h",1.25510364771117,0.000326180600987813
"MHENCR","PI5Z_4h","PI5Z","4h",1.11310290870883,2.44716659645155e-05
"MIOS-DT","PI5Z_8h","PI5Z","8h",-1.16979034796047,1.68456994980282e-06
"MIR205HG","PI5Z_8h","PI5Z","8h",-1.49315056798037,0.000467931060753965
"MIR205HG","PI5Z_24h","PI5Z","24h",-1.72858058815482,6.34880964394212e-08
"MIR22HG","PI5Z_2h","PI5Z","2h",-1.21857630254819,3.92743414150804e-08
"MIR22HG","PI5Z_4h","PI5Z","4h",-1.48960081034784,9.14974335254236e-12
"MIR23AHG","PI5Z_1h","PI5Z","1h",-1.08322378734525,0.00177802954931506
"MIR29B2CHG","PI5Z_4h","PI5Z","4h",1.0764243692248,0.00629052610356703
"MMP23B","PI5Z_24h","PI5Z","24h",1.22665165961021,2.49860528209001e-09
"MOCS1","PI5Z_4h","PI5Z","4h",1.1115926408034,3.89570807580707e-09
"MOCS1","PI5Z_24h","PI5Z","24h",1.09005399452839,1.24271898559141e-08
"MOGAT3","PI5Z_24h","PI5Z","24h",1.27238876950039,0.0122513846909765
"MON1A","PI5Z_24h","PI5Z","24h",-1.05080140023579,3.66314486078129e-08
"MORN4","PI5Z_24h","PI5Z","24h",-1.31619985687273,7.59467988512263e-09
"MPHOSPH6","PI5Z_8h","PI5Z","8h",-1.07314998523897,1.46077179456856e-13
"MPP3","PI5Z_4h","PI5Z","4h",-1.01236655446194,6.09038063137028e-06
"MPP7","PI5Z_8h","PI5Z","8h",1.09371792755866,5.51586268264489e-14
"MPV17L","PI5Z_8h","PI5Z","8h",1.00454320028197,0.0157618119900842
"MPV17L2","PI5Z_8h","PI5Z","8h",-1.01526754434001,2.53103450238931e-08
"MR1","PI5Z_8h","PI5Z","8h",1.19246137099146,2.66618920879489e-13
"MRM1","PI5Z_8h","PI5Z","8h",-1.28050362471442,1.25132015591501e-12
"MRTFA","PI5Z_8h","PI5Z","8h",-1.00395034764621,1.10723591677069e-17
"MSH2","PI5Z_24h","PI5Z","24h",1.08980753751215,4.15348258193912e-13
"MSH6","PI5Z_24h","PI5Z","24h",1.21214718007567,5.98768864701087e-15
"MSMB","PI5Z_24h","PI5Z","24h",1.15342047232691,0.0126683701197649
"MSN","PI5Z_24h","PI5Z","24h",1.00455040595612,2.73529013272797e-12
"MSS51","PI5Z_4h","PI5Z","4h",1.03153233037606,0.0156128452380521
"MST1P2","PI5Z_8h","PI5Z","8h",1.5945024117184,0.00835639597366175
"MSTO2P","PI5Z_8h","PI5Z","8h",-1.4675238081621,0.00318277692838362
"MTARC1","PI5Z_24h","PI5Z","24h",1.11430433145486,2.11547930510314e-11
"MTERF3","PI5Z_8h","PI5Z","8h",-1.04511525481924,2.3390825784997e-12
"MTFP1","PI5Z_8h","PI5Z","8h",-1.02432185844301,1.57299457218854e-11
"MTHFD1L","PI5Z_8h","PI5Z","8h",-1.23994697436521,8.3657498585921e-10
"MTHFD1L","PI5Z_24h","PI5Z","24h",-1.09912651579746,7.52934395625025e-09
"MTUS1","PI5Z_4h","PI5Z","4h",1.69543485924488,7.74593273592689e-22
"MTUS1","PI5Z_8h","PI5Z","8h",1.07446208649152,1.1146065256602e-14
"MUC4","PI5Z_8h","PI5Z","8h",1.88574132410437,0.0031464565322754
"MUC4","PI5Z_24h","PI5Z","24h",1.44026764421913,0.0097453347570085
"MVP","PI5Z_8h","PI5Z","8h",1.10093522369124,1.56587943543342e-13
"MVP","PI5Z_24h","PI5Z","24h",1.32975715741044,2.15329969896113e-16
"MYL6","PI5Z_24h","PI5Z","24h",1.06812326093162,8.0630362012163e-15
"MYLK2","PI5Z_4h","PI5Z","4h",-1.20967256568995,0.00714592116154839
"MYO7A","PI5Z_8h","PI5Z","8h",1.30745788725849,1.72820544230491e-08
"NAA15","PI5Z_8h","PI5Z","8h",-1.43258464390431,7.09148226314241e-19
"NAALADL2","PI5Z_8h","PI5Z","8h",1.0994234754491,0.0340110191628857
"NADK2","PI5Z_8h","PI5Z","8h",1.03967353350685,5.36788524346409e-18
"NAIP","PI5Z_8h","PI5Z","8h",1.0316146664714,0.00012872605745902
"NAPA-AS1","PI5Z_8h","PI5Z","8h",1.39584212700008,0.000210799465896678
"NCS1","PI5Z_8h","PI5Z","8h",-1.26909346078646,8.88758742495171e-14
"NDUFAF4","PI5Z_4h","PI5Z","4h",-1.16411518073656,1.47336322175805e-12
"NDUFAF4","PI5Z_8h","PI5Z","8h",-1.33722328847857,1.00432739714405e-14
"NES","PI5Z_4h","PI5Z","4h",-1.03777747702453,1.6932187199123e-06
"NES","PI5Z_8h","PI5Z","8h",-1.42831802793994,5.12374121810217e-10
"NFKBIL1","PI5Z_24h","PI5Z","24h",-1.02901791489287,3.00609853424686e-09
"NICN1","PI5Z_24h","PI5Z","24h",1.01054843725005,2.60941253022561e-05
"NIFK","PI5Z_4h","PI5Z","4h",-1.22804464534431,5.23337709196273e-14
"NIFK","PI5Z_8h","PI5Z","8h",-1.12546487787011,2.86392912539115e-13
"NIP7","PI5Z_4h","PI5Z","4h",-1.36566307430029,3.28469247692919e-18
"NIP7","PI5Z_8h","PI5Z","8h",-1.34893046404359,4.75402210855847e-18
"NIPAL3","PI5Z_4h","PI5Z","4h",1.03780775246038,2.19720000702763e-11
"NIPAL3","PI5Z_8h","PI5Z","8h",1.35122186175631,2.31426013240076e-17
"NKAPP1","PI5Z_8h","PI5Z","8h",1.02225818080092,0.00579159467793384
"NME1","PI5Z_8h","PI5Z","8h",-1.29388890966662,1.75846628582244e-16
"NME1-NME2","PI5Z_8h","PI5Z","8h",-2.79403317241194,0.0333006776737967
"NOL6","PI5Z_8h","PI5Z","8h",-1.39568112152738,6.68854968170658e-21
"NOLC1","PI5Z_8h","PI5Z","8h",-1.43825930989213,6.68854968170658e-21
"NOP56","PI5Z_8h","PI5Z","8h",-1.03160957292554,9.47274416553449e-18
"NOP56P1","PI5Z_8h","PI5Z","8h",-1.15099659762337,1.11849749808349e-06
"NOP58","PI5Z_8h","PI5Z","8h",-1.20215895987124,9.28932735460409e-16
"NOXO1","PI5Z_24h","PI5Z","24h",1.17578910807548,0.000533178946161672
"NPIPB2","PI5Z_24h","PI5Z","24h",-1.40091546085334,0.0254271445013937
"NPY4R","PI5Z_8h","PI5Z","8h",1.12737131072909,0.0136938689841372
"NPY4R","PI5Z_24h","PI5Z","24h",1.10086980805141,0.0229178154912637
"NR1D2","PI5Z_4h","PI5Z","4h",1.10025405136196,3.30844801138297e-08
"NR4A3","PI5Z_4h","PI5Z","4h",-1.01132087967785,0.0316260498653043
"NRBP2","PI5Z_24h","PI5Z","24h",1.30082161604525,2.07584132285943e-09
"NREP","PI5Z_24h","PI5Z","24h",1.06018905005596,0.000287148087762035
"NSFP1","PI5Z_2h","PI5Z","2h",-2.18915265113416,0.0408587390492491
"NT5DC2","PI5Z_24h","PI5Z","24h",1.0504732564824,2.48058874759737e-08
"NT5M","PI5Z_24h","PI5Z","24h",1.1005275293311,0.00018114527059268
"NTMT1","PI5Z_8h","PI5Z","8h",-1.01922026547619,7.21601738648278e-17
"NUDT8","PI5Z_24h","PI5Z","24h",1.05807997797668,4.49757143257406e-08
"NUP58","PI5Z_8h","PI5Z","8h",-1.05375923730042,2.00282054890268e-19
"ODAD1","PI5Z_8h","PI5Z","8h",1.06405787130864,0.0341996852826751
"ODC1-DT","PI5Z_24h","PI5Z","24h",-1.24494383583471,9.67674526343029e-06
