"gene_name","Condition","Drug","Time","logFC","adj.P.Val"
"FSD1L","PI5Z_24h","PI5Z","24h",1.30237405152162,1.81281798421801e-11
"FTH1P16","PI5Z_24h","PI5Z","24h",-1.02985676589049,0.0037348035137498
"FUT4","PI5Z_4h","PI5Z","4h",-1.06645135854652,6.09151590648059e-17
"FUT8-AS1","PI5Z_8h","PI5Z","8h",1.10358829484843,0.000885929110132951
"FXN","PI5Z_8h","PI5Z","8h",-1.20084280598603,5.09179005263148e-14
"GABRA3","PI5Z_24h","PI5Z","24h",-1.22146413558293,8.62063457116987e-07
"GALC","PI5Z_24h","PI5Z","24h",1.10504237404875,5.99313851796975e-13
"GALNT6","PI5Z_8h","PI5Z","8h",1.03932054519405,4.05133292306092e-21
"GALNT6","PI5Z_24h","PI5Z","24h",1.01916998069202,1.81362152782334e-20
"GBP1","PI5Z_8h","PI5Z","8h",-1.29322369985271,0.0168267710179259
"GCNA","PI5Z_24h","PI5Z","24h",-1.15247822729003,0.000141122376990786
"GCNT4","PI5Z_24h","PI5Z","24h",1.64564983299656,5.85410661324276e-06
"GEMIN4","PI5Z_4h","PI5Z","4h",-1.00736295959949,9.32706445935053e-11
